Time (s),Volume (m^3),n-heptane,Ar,He,Ne,N2,X(1),C2H4(2),C4H8-1(3),C4H8-2(4),C2H5X(5),H(6),C6H12-1(7),C6H12-2(8),C6H12-3(9),C6H12(10),C6H12(11),HX(80),C2H3X(137),H2(190),C4H7X(141),C4H7(69),C4H6(54),C2H5(67),C4H7(373),C2H6(343),C4H5X(454),C2H3(53),C4H7X(140),C4H7(68),C4H7X(145),C4H8(73),C4H7X(541),C4H9(85),C4H9X(153),C4H6a(453),C6H10(458),C4H5X(455),C4H8(187),SX(1011),C6H9(1002),SX(1012)
0.20293617331025332,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282582623252,0.66999999997714232,8.9103809955296413e-15,2.7780559721833792e-15,2.7625866850824975e-16,4.4265149815789107e-32,5.7396894549390977e-26,1.3880791948925326e-28,0.0,2.1650903462617385e-29,0.0,5.4134640893106295e-12,6.0681717344589769e-12,1.5787679471601653e-12,2.2367431810470642e-20,3.3970449722697161e-19,6.0055203682642386e-12,8.0094217664130905e-19,1.2066319195493689e-22,4.7541678607444357e-12,2.8747241789758466e-18,6.4198604976563912e-22,2.1024099900135849e-21,3.1796944217312903e-20,4.9261176322756479e-19,3.2441313657884231e-27,7.9464624372066538e-24,4.3207572513331056e-21,2.7670026186105512e-22,2.409167710575717e-18,1.9298306970035956e-16,8.6469761423936969e-24,1.7792723160755882e-16,6.8894435801311158e-27,1.0461425994840245e-25,1.3259413607658286e-26
0.2165678271113236,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282582623546,0.66999999997607007,9.5021363328661802e-15,2.9538376382859409e-15,2.7626582909256725e-16,4.432855242801499e-32,6.1030068827019312e-26,1.4707240918603347e-28,0.0,2.2939989002925625e-29,0.0,5.4385343130035021e-12,6.0401995965893694e-12,1.5936004268637195e-12,2.2264243781406215e-20,3.3813733308144244e-19,6.3854423937190594e-12,8.0096293694644585e-19,1.2010653453717893e-22,5.0927627748788865e-12,3.0424989948871751e-18,6.3902672124600277e-22,2.0831431158232448e-21,3.150496739909261e-20,4.8807921789033826e-19,3.244131365778037e-27,7.9098028958285875e-24,4.3208692449864232e-21,2.7670743390784029e-22,2.5621496825741364e-18,2.1913443863886455e-16,9.1516322422947487e-24,1.8987898167474759e-16,7.7869830396317682e-27,1.1824314419964124e-25,1.4986813368766576e-26
0.2301994809123939,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282582623785,0.66999999997499748,1.0093402262264027e-14,3.1288410438148083e-15,2.7627238729879463e-16,4.4387700114685573e-32,6.4647261755081404e-26,1.5526427356737443e-28,0.0,2.4217747391347922e-29,0.0,5.4616979965714859e-12,6.0145818644046329e-12,1.6073660655758628e-12,2.2169741055455979e-20,3.3670207663599705e-19,6.7636782017706648e-12,8.0098195080849656e-19,1.1959673079452657e-22,5.4328703835615821e-12,3.2090239185541339e-18,6.3631647843837418e-22,2.0655778757321287e-21,3.1238780032876591e-20,4.8394705486501668e-19,3.2441313657676402e-27,7.8762289762100566e-24,4.3209718172702258e-21,2.7671400261237165e-22,2.7144495463478254e-18,2.468858333650387e-16,9.6525216914673122e-24,2.0183073174189805e-16,8.7359388589372105e-27,1.3265277149345274e-25,1.6813156627630498e-26
0.24383113471346418,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282582623996,0.66999999997392456,1.0684219630644574e-14,3.3031316788198516e-15,2.7627839828250157e-16,4.4442836242284945e-32,6.8249813237553557e-26,1.6338989591500388e-28,0.0,2.5485174205849316e-29,0.0,5.4831023743690018e-12,5.9911025520403396e-12,1.6201396023574768e-12,2.2083126870368417e-20,3.3538662710178285e-19,7.1403691343812045e-12,8.0099937813707066e-19,1.1912948252128537e-22,5.7743756732656929e-12,3.3746316124037413e-18,6.3383247100121861e-22,2.0495466095405129e-21,3.0995840790465519e-20,4.8017581488016429e-19,3.2441313657572765e-27,7.8454576133300434e-24,4.3210658308125092e-21,2.767200232171525e-22,2.8661245027288256e-18,2.7623043414352718e-16,1.0150682531613229e-23,2.137824818090103e-16,9.7360767967861543e-27,1.4783958467172197e-25,1.8738055995604843e-26
0.25746278851453447,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282582624162,0.66999999997285098,1.1274625598273148e-14,3.476769120687161e-15,2.7628391225134228e-16,4.4494201605451084e-32,7.1838942319863684e-26,1.7145504210411825e-28,0.0,2.6743168730146949e-29,0.0,5.5028848089772272e-12,5.9695656669037495e-12,1.631989171940275e-12,2.2003678216743324e-20,3.3418000379063338e-19,7.515643771232493e-12,8.0101536449663138e-19,1.1870088937199679e-22,6.1171724049242499e-12,3.5392058966935012e-18,6.315539637709596e-22,2.0348999161592333e-21,3.077388513547462e-20,4.7673033695971268e-19,3.2441313657468739e-27,7.8172319438447816e-24,4.3211520709116453e-21,2.7672554601248301e-22,3.0172265903406669e-18,3.0716198282150306e-16,1.0645707915446409e-23,2.2573423187608419e-16,1.0787389743447562e-26,1.6380347619456634e-25,2.0761400775924447e-26
0.27109444231560476,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282582624318,0.66999999997177706,1.1864653837622475e-14,3.6498073532213763e-15,2.7628897383852315e-16,4.4542013860151552e-32,7.5415753690155352e-26,1.7946489805707284e-28,0.0,2.7992539795156238e-29,0.0,5.5211684560296482e-12,5.9497961928830993e-12,1.6429799817999771e-12,2.1930749468597217e-20,3.3307240129643454e-19,7.8896186167528527e-12,8.010300392898204e-19,1.1830746846197459e-22,6.4611627845365575e-12,3.7031735838670649e-18,6.2946244083289023e-22,2.021502478291825e-21,3.057086201814547e-20,4.7357877492465638e-19,3.2441313657365145e-27,7.7913225969787348e-24,4.3212312356023859e-21,2.7673061570036523e-22,3.167802952683077e-18,3.3967475579020122e-16,1.113894785053292e-23,2.3768598194311987e-16,1.1889638613376531e-26,1.805408151265723e-25,2.2882842078919063e-26
0.28472609611667504,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282582624445,0.66999999997070303,1.245433503097851e-14,3.8222955650148612e-15,2.762936231639106e-16,4.458650560173339e-32,7.8981254009536052e-26,1.8742416104421274e-28,0.0,2.9234020018707006e-29,0.0,5.5380704506243205e-12,5.9316379267968645e-12,1.653171810995859e-12,2.1863764397357906e-20,3.3205506815124485e-19,8.2623998283088556e-12,8.0104351883414748e-19,1.1794611126578169e-22,6.8062565155185175e-12,3.8662024794994539e-18,6.2754137655760294e-22,2.0092398543589697e-21,3.0385036896730011e-20,4.7069419852014752e-19,3.2441313657260833e-27,7.7675248559166745e-24,4.3213039524315044e-21,2.7673527246871117e-22,3.3178965464511365e-18,3.7376349618021701e-16,1.1629305656575121e-23,2.4963773201011719e-16,1.3042974296486593e-26,1.9805389338380208e-25,2.5102506385522136e-26
0.29835774991774533,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282582624556,0.66999999996962856,1.3043697112499385e-14,3.9942785377237357e-15,2.762978962462615e-16,4.4627871755017631e-32,8.2536359797580101e-26,1.9533708091263617e-28,0.0,3.0468272235805398e-29,0.0,5.5536940848771418e-12,5.9149490395842453e-12,1.6626220103725537e-12,2.1802199803904533e-20,3.3112005831656045e-19,8.634084047665915e-12,8.0105590755676477e-19,1.1761399534698443e-22,7.1523703245233993e-12,4.0290532744204039e-18,6.2577576609132566e-22,1.9980024326600808e-21,3.0214748399953677e-20,4.6805081267760066e-19,3.244131365715746e-27,7.7456528447544336e-24,4.3213707846560375e-21,2.7673955238841511e-22,3.4675464715526684e-18,4.0942338072846289e-16,1.2119216081733663e-23,2.6158948207707621e-16,1.4247033497748912e-26,2.1633719342232429e-25,2.7419941068097857e-26
0.3119894037188156,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282582624645,0.66999999996855375,1.3632765676426107e-14,4.1657973009722195e-15,2.763018255164726e-16,4.4666338719412033e-32,8.6081910874035235e-26,2.0320753334056807e-28,0.0,3.1695900923757594e-29,0.0,5.5681408930859214e-12,5.8996040686535896e-12,1.6713827230493704e-12,2.1745592858913862e-20,3.3026034255312394e-19,9.0047598242028111e-12,8.010672994830451e-19,1.1730862391651881e-22,7.4994271137573824e-12,4.1909480237998767e-18,6.2415233600112442e-22,1.9877036319442981e-21,3.0058684342052382e-20,4.6562824612924927e-19,3.2441313657052875e-27,7.7255421335001021e-24,4.321432239620717e-21,2.7674348794964837e-22,3.6167885547912348e-18,4.4664996302793528e-16,1.2606148450514937e-23,2.7354123214399681e-16,1.5502209936061361e-26,2.3539669507666228e-25,2.9835584758583743e-26
0.3256210575198859,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282582624712,0.66999999996747894,1.4221564104653627e-14,4.3368893369449195e-15,2.763054409086467e-16,4.4702083095024632e-32,8.9618674466286997e-26,2.1103904121022973e-28,0.0,3.2917455535598129e-29,0.0,5.5814991451209247e-12,5.885485830813613e-12,1.6795032879970674e-12,2.1693511279939657e-20,3.2946935560504458e-19,9.3745080464091592e-12,8.0107778139927222e-19,1.1702766499254119e-22,7.8473557023856948e-12,4.352061465161792e-18,6.2265868884405121e-22,1.9782561864216532e-21,2.9915522120501664e-20,4.6340596485590726e-19,3.2441313656948047e-27,7.7070391458833653e-24,4.3214887854507344e-21,2.7674710913106539e-22,3.7656555207287563e-18,4.8543915507016751e-16,1.3090654540491026e-23,2.8549298221087911e-16,1.6808483686279574e-26,2.5523209518111219e-25,3.2349433347935748e-26
0.3392527113209562,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282582624789,0.6699999999664038,1.4810113737536584e-14,4.5075888543540868e-15,2.763087687088451e-16,4.4735274722905178e-32,9.3147350825899865e-26,2.1883480299386497e-28,0.0,3.4133434927340337e-29,0.0,5.5938498707165692e-12,5.8724898508424367e-12,1.687030415898775e-12,2.1645569664404699e-20,3.2874124421086468e-19,9.7434025352057727e-12,8.0108742951512188e-19,1.1676903949397207e-22,8.1960904462063655e-12,4.5135871795835817e-18,6.2128377163426505e-22,1.9695771377175957e-21,2.9784004300816766e-20,4.6136444472964513e-19,3.2441313656844459e-27,7.6900069608207991e-24,4.321540833190996e-21,2.7675044225592691e-22,3.9141772315671297e-18,5.2578720174525321e-16,1.3576568330772186e-23,2.9744473227772305e-16,1.8165204355175274e-26,2.7583351683751579e-25,3.4960658851606273e-26
0.3528843651220265,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282582624839,0.66999999996532844,1.5398434057473219e-14,4.6779270829254524e-15,2.7631183349918583e-16,4.4766106463270615e-32,9.6668579328592927e-26,2.2659772655937204e-28,0.0,3.534429263047056e-29,0.0,5.6052730461831436e-12,5.8605231311706902e-12,1.6940055533027997e-12,2.1601424944146906e-20,3.2807079798807984e-19,1.0111510692293366e-11,8.0109631510046176e-19,1.1653089669046902e-22,8.5455708070846125e-12,4.6735900845059762e-18,6.2001774558088479e-22,1.9616125096251048e-21,2.966331307588823e-20,4.5949099336285156e-19,3.24413136567393e-27,7.6743236955062818e-24,4.3215887674598566e-21,2.7675351195501799e-22,4.0623809543483252e-18,5.6769065352444814e-16,1.4057636521349428e-23,3.0939648234452863e-16,1.9573533636095985e-26,2.9721860164554171e-25,3.7670749945979425e-26
0.36651601892309676,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282582624884,0.66999999996425286,1.5986542994608177e-14,4.8479327636888368e-15,2.7631465653150979e-16,4.4794722975852338e-32,1.0018294833536693e-25,2.3433047714116642e-28,0.0,3.6550444333777925e-29,0.0,5.6158365603133796e-12,5.8494990844223202e-12,1.7004695686515096e-12,2.1560757706269874e-20,3.2745316591662901e-19,1.0478894534532494e-11,8.0110449976940334e-19,1.163115134976098e-22,8.89574069568429e-12,4.8344140687801009e-18,6.1885145018464368e-22,1.9542860050876109e-21,2.9552291870032895e-20,4.5776765072643304e-19,3.2441313656635512e-27,7.6598758736115191e-24,4.3216329204902374e-21,2.7675633950454188e-22,4.2102917739649653e-18,6.1114632208945879e-16,1.4541409602519331e-23,3.2134823241129585e-16,2.1032129974574724e-26,3.1936697683601002e-25,4.0477987328658306e-26
0.38014767272416705,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282582624923,0.66999999996317705,1.6574457030106994e-14,5.0176323146540181e-15,2.7631725751824238e-16,4.4821279764204566e-32,1.0369099871056163e-25,2.4203549458013207e-28,0.0,3.7752270572207793e-29,0.0,5.6256061533613689e-12,5.8393400511313307e-12,1.7064596869525787e-12,2.1523281467185493e-20,3.2688399702513902e-19,1.0845611071488995e-11,8.0111204067320733e-19,1.1610934444835343e-22,9.2465481944528991e-12,4.9965177758719288e-18,6.1777666940128585e-22,1.9475398162378401e-21,2.9450064475119678e-20,4.5618081235515471e-19,3.2441313656532347e-27,7.6465617159763098e-24,4.321673600630028e-21,2.7675894465100164e-22,4.3579327494606937e-18,6.5615126416214747e-16,1.5029337055687853e-23,3.3329998247802472e-16,2.2540703009297317e-26,3.4227423378969136e-25,4.3381970620630125e-26
0.39377932652523734,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282582624956,0.66999999996210102,1.7162191233748864e-14,5.1870498910085001e-15,2.7631965666693038e-16,4.4845923328083088e-32,1.0719322510599108e-25,2.4971500435665107e-28,0.0,3.8950118447590174e-29,0.0,5.6346432747400167e-12,5.8299739010010948e-12,1.7120091150226613e-12,2.1488730138917361e-20,3.2635925008488398e-19,1.1211712443507581e-11,8.0111899639865255e-19,1.1592295409635652e-22,9.5979454376873997e-12,5.1554499606165459e-18,6.1678577212996579e-22,1.9413499015175046e-21,2.93562672432713e-20,4.547248440587032e-19,3.2441313656428164e-27,7.6342866890012242e-24,4.3217111240096793e-21,2.7676134763926748e-22,4.5053249717922102e-18,7.0270277473058453e-16,1.5507116480084319e-23,3.4525173254471512e-16,2.4102129205989384e-26,3.6598405159842718e-25,4.6386540464907012e-26
0.4074109803263076,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282582624984,0.66999999996102511,1.774975940072246e-14,5.3562076046733618e-15,2.7632186607169538e-16,4.4868794730901448e-32,1.1069008009276053e-25,2.5737102661071443e-28,0.0,4.0144303035584327e-29,0.0,5.6430036309563351e-12,5.8213385519990761e-12,1.7171507848069286e-12,2.1456874705044471e-20,3.2587544693640257e-19,1.1577246339360889e-11,8.0112540200959461e-19,1.1575110699783319e-22,9.9498883002725612e-12,5.3210858833792974e-18,6.1587219038865518e-22,1.935614900500652e-21,2.9269362446895323e-20,4.5337584826982365e-19,3.2441313656324075e-27,7.6229694306405926e-24,4.3217456797500351e-21,2.7676356058062617e-22,4.6524877287652633e-18,7.507983662279886e-16,1.6006387682626137e-23,3.5720348261136717e-16,2.5710057511526835e-26,3.9039999122418111e-25,4.9483192177236226e-26
0.4210426341273779,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282582625006,0.66999999995994897,1.8337174251514386e-14,5.52512584463496e-15,2.7632390660118466e-16,4.4890003165899293e-32,1.1418198138943246e-25,2.6500543409521974e-28,0.0,4.1335116424204896e-29,0.0,5.6507371321062717e-12,5.813371489350758e-12,1.7219134489546069e-12,2.1427484550319429e-20,3.2542908510927844e-19,1.1942256794740736e-11,8.0113131800931514e-19,1.1559255907367887e-22,1.0302335831616134e-11,5.4808237651411032e-18,6.1502931037799942e-22,1.9303652102412233e-21,2.9189812869028715e-20,4.5214104265744699e-19,3.2441313656219454e-27,7.6125280101103686e-24,4.3217775942429848e-21,2.7676560437711598e-22,4.7994388297971525e-18,8.0043573475853049e-16,1.6486759744783645e-23,3.6915523267798081e-16,2.7372749859473028e-26,4.15647507360385e-25,5.2683053117148763e-26
0.4346742879284482,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282582625023,0.66999999995887272,1.8924447491264947e-14,5.6938233720521184e-15,2.7632579261038788e-16,4.4909665773558698e-32,1.17669313205511e-25,2.7261995197740923e-28,0.0,4.2522827682908246e-29,0.0,5.6578908104189403e-12,5.8060195118570671e-12,1.7263253321264549e-12,2.140036341859346e-20,3.2501718398060881e-19,1.2306784301506119e-11,8.011367860164382e-19,1.1544625160530199e-22,1.0655250177024149e-11,5.6326293014688372e-18,6.1425150365818309e-22,1.9255743642551052e-21,2.9117217775619137e-20,4.5101421171531476e-19,3.2441313656114855e-27,7.6028927038638543e-24,4.3218070919753733e-21,2.7676749340483839e-22,4.9461946504235761e-18,8.5161275402731078e-16,1.6941826726320015e-23,3.8110698274455614e-16,2.9091532276160213e-26,4.4174673500301108e-25,5.5987904205887167e-26
0.4483059417295185,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282582625045,0.66999999995779613,1.9511589865541992e-14,5.8623174099955444e-15,2.763275273214928e-16,4.4927904871403511e-32,1.2115242780195994e-25,2.8021614163251119e-28,0.0,4.3707680335204008e-29,0.0,5.6645100410391061e-12,5.7992350288838002e-12,1.7304119897919982e-12,2.1375335750308918e-20,3.2463707724962557e-19,1.2670865958117641e-11,8.011418153730948e-19,1.1531123752146027e-22,1.1008596430282247e-11,5.8002674019495102e-18,6.1353373535417828e-22,1.9210751788206105e-21,2.904903964351489e-20,4.499559016552347e-19,3.2441313656010499e-27,7.5940011410541702e-24,4.3218342233893733e-21,2.7676923089410293e-22,5.0927701978411146e-18,9.0432746741138894e-16,1.7447401472948595e-23,3.9305873281109302e-16,3.0851141530632651e-26,4.6846590764904209e-25,5.9377315372689122e-26
0.4619375955305888,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282582625056,0.66999999995671955,2.0098611211328044e-14,6.0306237244192007e-15,2.7632914195156595e-16,4.494480906392478e-32,1.2463164898103476e-25,2.8779548234782997e-28,0.0,4.4889905101073346e-29,0.0,5.6706328214833443e-12,5.7929726296272173e-12,1.7341980477239379e-12,2.1352234027367196e-20,3.2428622074687669e-19,1.3034535936782638e-11,8.0114649658470263e-19,1.1518661313202023e-22,1.136234235306462e-11,5.9311991175560538e-18,6.1287120121023043e-22,1.9171274627585606e-21,2.8989224292589554e-20,4.490275007176049e-19,3.244131365590651e-27,7.5857938077678339e-24,4.3218594765722873e-21,2.7677084810191943e-22,5.2391792799973977e-18,9.5857807060840645e-16,1.7836238920165973e-23,4.0501048287759149e-16,3.2685274610109527e-26,4.9631670057727353e-25,6.2896374036390264e-26
0.47556924933165906,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282582625078,0.66999999995564308,2.0685520695033988e-14,6.1987570072518842e-15,2.7633062215151944e-16,4.4960488513245906e-32,1.2810727642413357e-25,2.953592739718736e-28,0.0,4.6069704714725352e-29,0.0,5.676299336447777e-12,5.787190915835165e-12,1.7377042827867511e-12,2.1330905532030334e-20,3.2396229506179287e-19,1.3397825751196511e-11,8.0115078805057257e-19,1.1507155458125476e-22,1.1716457989573608e-11,6.0924513818080963e-18,6.1225952145444744e-22,1.9133330303412618e-21,2.8931726607357815e-20,4.4813499602483794e-19,3.2441313655802277e-27,7.5782164476774562e-24,4.3218826273514452e-21,2.7677233067228471e-22,5.3854346575150717e-18,1.014362889265584e-15,1.8321695743947509e-23,4.1696223294405155e-16,3.4551050578285389e-26,5.2464798488332653e-25,6.6487747064739863e-26
0.48920090313272935,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282582625084,0.66999999995456638,2.1272326618068472e-14,6.3667305643707335e-15,2.7633198098507717e-16,4.4975018506602594e-32,1.3157958274800914e-25,3.0290866877821603e-28,0.0,4.724725889388234e-29,0.0,5.6815420194757777e-12,5.7818509963664676e-12,1.7409511413538391e-12,2.1311206797051628e-20,3.2366312129741124e-19,1.3760764137927284e-11,8.0115472764536084e-19,1.1496528792398651e-22,1.2070915954476093e-11,6.2762357780763427e-18,6.1169458158383964e-22,1.9097119390924845e-21,2.8876851817610968e-20,4.4728314608706895e-19,3.2441313655697972e-27,7.5712180914275427e-24,4.3219038799569092e-21,2.7677369168405643e-22,5.5315479469877536e-18,1.0716803946296387e-15,1.8878496992826731e-23,4.289139830104732e-16,3.6453599414071106e-26,5.5353765572985773e-25,7.0158348670375961e-26
0.5028325569337997,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282582625095,0.66999999995348958,2.1859036719585088e-14,6.534556799589435e-15,2.7633324417738024e-16,4.4988483260261903e-32,1.3504882278384657e-25,3.1044479761985615e-28,0.0,4.8422744014675892e-29,0.0,5.6863926526521287e-12,5.7769189394678245e-12,1.7439582712216023e-12,2.1293012649793522e-20,3.2338679840103993e-19,1.4123377994592528e-11,8.0115838995225393e-19,1.1486713790543813e-22,1.2425690569650812e-11,6.4360953148364928e-18,6.1117279177122359e-22,1.9064926109845401e-21,2.8828069015928891e-20,4.4652592144970144e-19,3.2441313655593695e-27,7.5647542690657729e-24,4.321923636640537e-21,2.7677495689735746e-22,5.6775300166661003e-18,1.1305291546074745e-15,1.9359338341100055e-23,4.4086573307685644e-16,3.8422579481556848e-26,5.8343606444055146e-25,7.3947820844703376e-26
0.51646421073487,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282582625095,0.66999999995241266,2.2445658170705474e-14,6.7022472060320463e-15,2.7633441109419434e-16,4.5000961195769178e-32,1.3851523150336311e-25,3.1796870865874051e-28,0.0,4.9596323556030554e-29,0.0,5.6908810600541169e-12,5.7723626752074602e-12,1.7467432531946819e-12,2.1276204785553754e-20,3.2313152962361428e-19,1.4485692054823681e-11,8.011617731327442e-19,1.1477646631952146e-22,1.2780758075527183e-11,6.5961464974936883e-18,6.1069075915827546e-22,1.9035231791302729e-21,2.8783072965686544e-20,4.4582747683459611e-19,3.2441313655489412e-27,7.5587829505344101e-24,4.3219418875616062e-21,2.76776125681983e-22,5.8233908743639483e-18,1.1909078455924928e-15,1.9840784218245237e-23,4.5281748314320118e-16,4.04426161297666e-26,6.1410975339917947e-25,7.7835619133576307e-26
0.5300958645359404,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.273322825826251,0.66999999995133586,2.3032197551412264e-14,6.8698123293769023e-15,2.7633548941381944e-16,4.5012524069139007e-32,1.4197902489556146e-25,3.2548136142621076e-28,0.0,5.0768147173459456e-29,0.0,5.6950345675676061e-12,5.7681527764885275e-12,1.7493223805710786e-12,2.1260674649017767e-20,3.2289566628548099e-19,1.4847729076345578e-11,8.0116489944804594e-19,1.1469268755447312e-22,1.3136096558298463e-11,6.7558944434717482e-18,6.102453704881617e-22,1.9007851154677999e-21,2.874158288871574e-20,4.4518345370939403e-19,3.2441313655385128e-27,7.5532655694584353e-24,4.3219587527899862e-21,2.767772057271808e-22,5.9691397213573999e-18,1.2528152478353167e-15,2.0321268440421568e-23,4.6476923320950761e-16,4.2514046556848382e-26,6.4556384226463584e-25,8.1822210570537071e-26
0.5437275183370107,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282582625106,0.66999999995025883,2.3618660917077424e-14,7.0372618745495896e-15,2.7633648583714911e-16,4.5023238147761242e-32,1.4544040171822017e-25,3.3298362959331989e-28,0.0,5.1938351131192323e-29,0.0,5.6988782829633468e-12,5.7642623397261499e-12,1.7517108170893459e-12,2.1246322994006508e-20,3.2267770108919518e-19,1.5209510000225652e-11,8.0116778832573537e-19,1.1461526621755466e-22,1.3491685789296889e-11,6.9159042989254216e-18,6.0983377948055426e-22,1.8982577504992583e-21,2.8703285508535248e-20,4.4458898814660214e-19,3.2441313655280831e-27,7.5481668667150645e-24,4.3219743371377637e-21,2.7677820374509088e-22,6.1147850257208133e-18,1.3162502361662912e-15,2.0802576810040153e-23,4.7672098327577568e-16,4.4636535559627705e-26,6.7779324130269941e-25,8.5907156612126149e-26
0.5709908259391513,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282582625111,0.66999999994810466,2.4791381686550078e-14,7.3718496228899124e-15,2.7633825829714531e-16,4.5042364029673985e-32,1.523566305530054e-25,3.4796019719121779e-28,0.0,5.4274396833955499e-29,0.0,5.70572815176979e-12,5.7573421844093768e-12,1.7559712354127587e-12,2.1220794836713858e-20,3.2228999320393016e-19,1.5932379931389922e-11,8.0117292712566591e-19,1.1447755220025958e-22,1.4203542508366077e-11,7.2358994964591204e-18,6.0910165764607867e-22,1.8937735446107254e-21,2.8635335925174268e-20,4.4353425017227581e-19,3.2441313655072228e-27,7.5390974955865686e-24,4.3220020589212598e-21,2.7677997904148716e-22,6.4057958895718106e-18,1.447698858005295e-15,2.1765100342006996e-23,5.0062448340819635e-16,4.9035279138973914e-26,7.4458692642537522e-25,9.4372937047757959e-26
0.5955278027810779,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282582625117,0.66999999994616577,2.5846622149990224e-14,7.6726662455683577e-15,2.7633963219391806e-16,4.5057249222293112e-32,1.5857467030580507e-25,3.6141102449543453e-28,0.0,5.6372457849356168e-29,0.0,5.7110489867355015e-12,5.7519782201425136e-12,1.7592842250833643e-12,2.120100740174261e-20,3.2198947231328682e-19,1.6582265965919783e-11,8.0117691039222915e-19,1.1437080704313386e-22,1.4844897364861927e-11,7.5240208671966748e-18,6.0853417394393709e-22,1.8903089416059876e-21,2.8582836398816423e-20,4.4271933233240706e-19,3.2441313654884467e-27,7.5320676269853467e-24,4.3220235470598301e-21,2.7678135513675175e-22,6.667423909968869e-18,1.5712173071137684e-15,2.2631747447780416e-23,5.221376335272435e-16,5.316942792367315e-26,8.0736281396108612e-25,1.0232947564777833e-25
0.6200647796230044,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282582625123,0.66999999994422677,2.6901691102007032e-14,7.9732282386492642e-15,2.7634082532686335e-16,4.5070219125028561e-32,1.6478733498417554e-25,3.7483893191233774e-28,0.0,5.8466944108770644e-29,0.0,5.7156779299932468e-12,5.747319892614766e-12,1.7621689406134924e-12,2.1183823030567412e-20,3.2172848535173438e-19,1.7231580857656808e-11,8.0118036957974873e-19,1.1427810435561383e-22,1.5486813052552292e-11,7.8124119351235388e-18,6.0804134348880641e-22,1.8873092134894932e-21,2.8537381053951579e-20,4.420137550962732e-19,3.2441313654696685e-27,7.5259625470942509e-24,4.3220422080001478e-21,2.7678255017891629e-22,6.9288210216978598e-18,1.6996711581700323e-15,2.3499224243578142e-23,5.4365078364616611e-16,5.7469620703192162e-26,8.7266003294779257e-25,1.1060562515886178e-25
0.644601756464931,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282582625128,0.66999999994228765,2.795660998807069e-14,8.2735699715814279e-15,2.7634186180019151e-16,4.5081517622595557e-32,1.7099532856819789e-25,3.882469857568248e-28,0.0,6.0558333857804078e-29,0.0,5.7197049052946999e-12,5.743273470579006e-12,1.7646804023266389e-12,2.1168895952613377e-20,3.2150178094224249e-19,1.788039877310191e-11,8.0118337457228798e-19,1.1419757884618755e-22,1.6129216885661862e-11,8.100795773131116e-18,6.0761324992914663e-22,1.8847133096016723e-21,2.8498044817803622e-20,4.4140315968175772e-19,3.244131365450891e-27,7.5206594142351311e-24,4.32205841873761e-21,2.7678358831067609e-22,7.1900172125764917e-18,1.8330563754225262e-15,2.4366653351818477e-23,5.6516393376496437e-16,6.1936082979314147e-26,9.404820075228454e-25,1.1920171241090871e-25
