Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2OX(23),H2X(49),C2H4(47),CH3X(55),COX(50),CHOX(53),O(29),acetyl(44),C2H4X(215),C2H4X(70),C2H6X(52),CO2X(24),HOCO(73),CHO2(74)
4.5121509182035825e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43941701729527893,0.07331629435685179,0.0057549851305780655,3.070789120680376e-05,0.0015044741914397638,0.07367222609005718,0.0325465413219469,3.582512350115398e-05,4.390764234829642e-10,0.0017643352725261851,4.5782450411821776e-11,0.0005632640141354016,2.7484888895398768e-09,3.5972163741464003e-06,3.3338092684200043e-09,1.6292155218342454e-10,8.487731816198915e-06,2.540153740555424e-05,0.005226806013966109,2.9717734608460148e-06,0.0006207837730110074,1.0579754116461764e-09,2.5260736495198275e-09,3.0803609413538346e-08,3.6440116271070857e-08,0.0002367730982634865,0.005334882496139654,1.0423912177737265e-06,6.701909042449817e-08,0.0014637839052721094,4.019862800091169e-05,5.425512684972205e-09,1.0005766501864968e-07,2.968741059827088e-10,4.4569839877621275e-06,1.4369626829400832e-10,2.876792930079092e-06,7.112700884173407e-12,9.80693771283292e-08,8.312738190697006e-11,1.3187500957950357e-12,7.364458137695025e-14
4.520028181280823e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43938967187461203,0.07326474332991595,0.005741282866848807,3.0704432535927833e-05,0.001504209043669497,0.0737821838451963,0.03257427792610613,3.5778903341569274e-05,4.407632613010028e-10,0.0017632025251807192,4.57496329668322e-11,0.0005634591279479889,2.7483056524871607e-09,3.5866174658085355e-06,3.3378049281809083e-09,1.6297969662294532e-10,8.469122795294618e-06,2.5436502922251945e-05,0.005222806487795792,2.9493177889630985e-06,0.0006211876535274146,1.0508406226615538e-09,2.5184412826343347e-09,3.0869815989196266e-08,3.6679956337396954e-08,0.00023816215309381368,0.005362357489757548,1.043200125658004e-06,6.700310841585223e-08,0.0014658785326948866,4.0253962532044116e-05,5.421691951058762e-09,1.0013670369457999e-07,2.9731628128080303e-10,4.4477802666709486e-06,1.437263930348168e-10,2.880604189294453e-06,7.122048360611739e-12,9.793675494061564e-08,8.310483161080851e-11,1.3190582656883663e-12,7.366179400851089e-14
4.527905444358064e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4393622990995915,0.07321322949360667,0.00572761476727759,3.0700972037890657e-05,0.0015039431102528281,0.07389206212684676,0.032601946662279516,3.5732750789475e-05,4.4245222335854315e-10,0.0017620706929170147,4.57168710316364e-11,0.0005636539807356985,2.748124035173768e-09,3.5760546774658878e-06,3.3417940489279184e-09,1.630373515817327e-10,8.450557318557295e-06,2.5471431038254667e-05,0.005218809740036564,2.927096277027537e-06,0.0006215908066141654,1.043775648444289e-09,2.5108329191498088e-09,3.0936372642417785e-08,3.692046110707663e-08,0.00023955378843154145,0.005389856921458524,1.0440067228880845e-06,6.698708872651692e-08,0.00146797121700452,4.030923787506535e-05,5.417874126993963e-09,1.0021551689748296e-07,2.977578224895882e-10,4.438594153701101e-06,1.4375613592726456e-10,2.884410475538285e-06,7.131383703190873e-12,9.780432746556201e-08,8.308235818971194e-11,1.3193656431635715e-12,7.36789623879091e-14
4.5357827074353045e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43933489911783896,0.07316175282174853,0.005713980744893165,3.0697509739070704e-05,0.0015036763941308384,0.07400186098671804,0.032629547704951474,3.568666572463392e-05,4.441433022466987e-10,0.0017609397747535818,4.568416448970991e-11,0.0005638485731120622,2.7479440363739245e-09,3.5655278350246028e-06,3.345776641054342e-09,1.6309451870860824e-10,8.432035279078271e-06,2.5506321875860803e-05,0.005214815770788691,2.9051056859450975e-06,0.0006219932340664178,1.0367795545430354e-09,2.503248481374806e-09,3.1003279399920494e-08,3.716162977382821e-08,0.00024094799720087302,0.005417380650612238,1.044811015540915e-06,6.697103151856644e-08,0.0014700619596097,4.036445422351872e-05,5.4140592117034935e-09,1.0029410522048233e-07,2.98198729977824e-10,4.4294256274734145e-06,1.4378549842684226e-10,2.8882118036731463e-06,7.140706948679235e-12,9.767209439579373e-08,8.30599606206264e-11,1.3196722309164322e-12,7.369608666565563e-14
4.543659970512545e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4393074720764822,0.07311031328818281,0.005700380712937043,3.0694045665502014e-05,0.001503408898228377,0.07411158047650894,0.03265708122813903,3.5640648027413906e-05,4.458364905601284e-10,0.0017598097697145072,4.5651513225803124e-11,0.0005640429056880947,2.7477656549040786e-09,3.5550367658382934e-06,3.3497527149468145e-09,1.631511996476286e-10,8.413556570363486e-06,2.554117555756892e-05,0.005210824580142196,2.8833428335756693e-06,0.0006223949376727526,1.0298514226851522e-09,2.4956878918766875e-09,3.107053628548108e-08,3.740346152842701e-08,0.00024234477233127865,0.005444928537034998,1.0456130096782746e-06,6.69549369532442e-08,0.0014721507619205156,4.0419611771264365e-05,5.41024720411914e-09,1.0037246925521022e-07,2.986390041181321e-10,4.42027466653556e-06,1.4381448198426145e-10,2.892008188584277e-06,7.150018133901735e-12,9.754005542533078e-08,8.303763789865617e-11,1.3199780316231534e-12,7.371316699116829e-14
4.551537233589786e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43928001812215856,0.07305891086676748,0.005686814584863093,3.069057984288002e-05,0.001503140625454286,0.07422122064790769,0.032684547405393706,3.559469757877418e-05,4.4753178089711793e-10,0.001758680676829302,4.5618917125916394e-11,0.0005642369790723102,2.7475888896223075e-09,3.544581298691146e-06,3.353722280985281e-09,1.6320739603809688e-10,8.395121086328225e-06,2.557599220607876e-05,0.005206836168176921,2.8618045935140307e-06,0.0006227959192152097,1.022990350432557e-09,2.4881510734805576e-09,3.1138143319945586e-08,3.7645955558727225e-08,0.00024374410675753687,0.00547250044098802,1.0464127113468137e-06,6.693880519097304e-08,0.00147423762534845,4.0474710712480776e-05,5.406438103178383e-09,1.004506095918125e-07,2.9907864528696465e-10,4.411141249363072e-06,1.438430880454645e-10,2.895799645179683e-06,7.159317295739956e-12,9.740821024955135e-08,8.301538903667408e-11,1.320283047940631e-12,7.373020351278669e-14
4.5594144966670266e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4392525374010178,0.07300754553137728,0.005673282274337116,3.068711229656728e-05,0.0015028715787016157,0.07433078155259172,0.03271194640980332,3.5548814260251834e-05,4.4922916585965863e-10,0.0017575524951327472,4.558637607727565e-11,0.0005644307938707382,2.7474137394277513e-09,3.534161263781224e-06,3.357685349542991e-09,1.632631095145745e-10,8.376728721292033e-06,2.5610771944292156e-05,0.005202850534962592,2.8404878938848582e-06,0.0006231961804693278,1.0161954508420571e-09,2.480637949268187e-09,3.12061005212387e-08,3.7889111049680476e-08,0.00024514599341976106,0.005500096223175692,1.0472101265781229e-06,6.692263639136555e-08,0.0014763225513063673,4.052975124166625e-05,5.402631907823984e-09,1.0052852681895427e-07,2.995176538645805e-10,4.4020253543603674e-06,1.438713180516342e-10,2.8995861883902175e-06,7.168604471132343e-12,9.727655856515662e-08,8.299321306493641e-11,1.3205872825067032e-12,7.374719637778644e-14
4.567291759744267e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43922503005872393,0.07295621725590366,0.00565978369523644,3.068364305159903e-05,0.00150260176084784,0.07444026324222769,0.03273927841399377,3.550299795394875e-05,4.5092863805352755e-10,0.001756425223664751,4.555388996830891e-11,0.0005646243506869411,2.74724020326006e-09,3.523776492703998e-06,3.36164193098647e-09,1.6331834170689266e-10,8.358379369973658e-06,2.564551489531394e-05,0.005198867680558882,2.8193897161971664e-06,0.0006235957232041753,1.0094658521416684e-09,2.473148442576974e-09,3.1274407904374385e-08,3.8132927183358666e-08,0.00024655042526344545,0.005527715744743893,1.0480052613887526e-06,6.690643071323398e-08,0.001478405541208501,4.0584733553640373e-05,5.39882861700359e-09,1.0060622152382445e-07,2.9995603023500895e-10,4.392926959861748e-06,1.438991734392035e-10,2.9033678331696587e-06,7.177879697074355e-12,9.714510007013654e-08,8.29711090307166e-11,1.320890737940406e-12,7.376414573239334e-14
4.575169022821508e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43919749624045934,0.07290492601425472,0.005646318761649503,3.0680172132688736e-05,0.0015023311747550622,0.07454966576847134,0.03276654359013087,3.5457248542519136e-05,4.52630190088366e-10,0.001755298861470207,4.5521458688623404e-11,0.0005648176501220284,2.747068280098865e-09,3.513426818436054e-06,3.365592035675505e-09,1.6337309424016358e-10,8.340072927486205e-06,2.568022118245288e-05,0.005194887605015477,2.7985070941774615e-06,0.0006239945491823974,1.0028006974021042e-09,2.465682476998902e-09,3.1343065481465176e-08,3.837740313897157e-08,0.0002479573952394878,0.005555358867278278,1.0487981217803067e-06,6.689018831459995e-08,0.0014804865964704475,4.0639657843545434e-05,5.395028229669386e-09,1.0068369429214132e-07,3.0039377478603226e-10,4.383846044132405e-06,1.4392665563986593e-10,2.9071445944947844e-06,7.187143010618675e-12,9.701383446373687e-08,8.294907599793313e-11,1.3211934168422175e-12,7.378105172179706e-14
4.583046285898749e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.439169936090926,0.07285367178035528,0.005632887387875427,3.06766995642334e-05,0.0015020598232702237,0.07465898918296748,0.03279374210992193,3.5411565909157104e-05,4.543338145777572e-10,0.0017541734075988576,4.548908212898341e-11,0.0005650106927746737,2.7468979689632544e-09,3.5031120753190238e-06,3.3695356739631177e-09,1.6342736873479235e-10,8.321809289332308e-06,2.5714890929222542e-05,0.005190910308372132,2.777837112722284e-06,0.0006243926601602381,9.961991442399556e-10,2.458239976379511e-09,3.141207326173315e-08,3.862253809289099e-08,0.0002493668963042417,0.005583025452802659,1.049588713739414e-06,6.687390935270394e-08,0.0014825657185091538,4.069452430684781e-05,5.391230744777702e-09,1.00760945708157e-07,3.0083088790913977e-10,4.374782585369409e-06,1.4395376608058517e-10,2.9109164873654466e-06,7.196394448875329e-12,9.688276144642715e-08,8.292711304681368e-11,1.3214953217943016e-12,7.379791449016471e-14
4.590135822668266e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43914510956232344,0.07280757458993395,0.0056208277744564375,3.0673572862175864e-05,0.001501814954864592,0.07475731265814547,0.03281816392810615,3.537050853826484e-05,4.5586884246521707e-10,0.0017531612749493895,4.545998992157839e-11,0.00056518421210592,2.7467460664437648e-09,3.4938585368185363e-06,3.3730794282000557e-09,1.6347580839239944e-10,8.305408526642122e-06,2.5746062561549156e-05,0.00518733311737758,2.7594135680682343e-06,0.0006247503501613878,9.903114409742369e-10,2.451561725623595e-09,3.14744796929906e-08,3.8843722311967036e-08,0.00025063760552620205,0.005607945326945459,1.0502983119288934e-06,6.685922715474586e-08,0.001484435276610307,4.0743854843889854e-05,5.387815489104025e-09,1.0083028320806057e-07,3.012237501756237e-10,4.366640380114689e-06,1.4397784879806362e-10,2.914307040836504e-06,7.204710620653157e-12,9.67649601479201e-08,8.290740556328466e-11,1.3217663766437475e-12,7.381305414605035e-14
4.597225359437783e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4391202619270329,0.07276150733569703,0.005608795213058498,3.067044486084671e-05,0.0015015694708397592,0.07485557213226485,0.03284253201789555,3.532950507900752e-05,4.57405537682139e-10,0.0017521498765896448,4.543094187180245e-11,0.0005653575243593867,2.7465954682415103e-09,3.4846330405853506e-06,3.3766179605700663e-09,1.6352386332209765e-10,8.289042275491613e-06,2.5777204786720836e-05,0.00518375817733141,2.7411578862485542e-06,0.0006251074637010126,9.844739899269296e-10,2.4449023648421704e-09,3.153716979662838e-08,3.906543904586212e-08,0.0002519103541020221,0.0056328839947321465,1.0510060818685593e-06,6.684451558083242e-08,0.0014863032709842854,4.0793138842929437e-05,5.3844025828108235e-09,1.0089944230852558e-07,3.0161610159617143e-10,4.358512281299647e-06,1.440016325756214e-10,2.9176936739956155e-06,7.2130172306880335e-12,9.664731438822569e-08,8.288775346553393e-11,1.3220368085279062e-12,7.382815901253892e-14
4.6036059425303485e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4390978810954302,0.07272007238663912,0.005597988985999577,3.066762856295063e-05,0.0015013480105531341,0.07494395096916522,0.03286441746360989,3.529264799062838e-05,4.587899845005732e-10,0.0017512402453188805,4.540483631786311e-11,0.0005655133286926176,2.7464610445253407e-09,3.476353972576203e-06,3.3797981812331394e-09,1.635667847848052e-10,8.274342094509635e-06,2.5805207721028727e-05,0.005180542655857961,2.724869622598795e-06,0.000625428374059468,9.792627658736192e-10,2.438925045611304e-09,3.159383343045157e-08,3.9265438905513546e-08,0.0002530575672332741,0.005655344781913595,1.0516415152424928e-06,6.683125014130813e-08,0.0014879831297901357,4.083745477040154e-05,5.381332975244398e-09,1.009615333169651e-07,3.0196878134352256e-10,4.351209040122465e-06,1.4402278323353965e-10,2.920738301049325e-06,7.220485026886906e-12,9.654156601169936e-08,8.287011340488741e-11,1.3222796661136903e-12,7.384172373260801e-14
4.609986525622914e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43907548332802837,0.07267866165669681,0.0055872045756916455,3.066481123890367e-05,0.0015011260547553155,0.0750322780231095,0.03288625958031135,3.5255834441502664e-05,4.601757735837886e-10,0.001750331207773329,4.5378766413100196e-11,0.000565668965955763,2.746327676345596e-09,3.4680974377970896e-06,3.3829741837745483e-09,1.636093964188264e-10,8.25966975201933e-06,2.583318697486759e-05,0.005177328957661607,2.708714235324514e-06,0.0006257488194314642,9.7409135164969e-10,2.432962942735699e-09,3.1650726838794925e-08,3.9465869167923903e-08,0.0002542064243587826,0.0056778206387303985,1.0522754743967242e-06,6.681796108089906e-08,0.0014896617235715325,4.088173322258275e-05,5.378265269517735e-09,1.0102348047204647e-07,3.0232104775823716e-10,4.343917200459422e-06,1.440436933339263e-10,2.9237797695637674e-06,7.2279451199190925e-12,9.643594328978214e-08,8.28525172315407e-11,1.3225220219296965e-12,7.385526043138732e-14
4.6163671087154795e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43905306870059385,0.07263727513205268,0.005576441937092551,3.0661992900945954e-05,0.0015009036049241887,0.07512055332151706,0.03290805845816348,3.5219064370775253e-05,4.615629010163078e-10,0.0017494227634587782,4.535273210210068e-11,0.0005658244364612393,2.746195363272487e-09,3.459863351382509e-06,3.3861459736799123e-09,1.636516990740904e-10,8.245025193391101e-06,2.586114261437454e-05,0.005174117082740054,2.692690290993147e-06,0.0006260688007352343,9.689593325019155e-10,2.4270160163455386e-09,3.1707850019689486e-08,3.966672938870246e-08,0.00025535692174856716,0.005700311492896898,1.0529079624772128e-06,6.680464848135538e-08,0.001491339053084673,4.092597430413831e-05,5.375199465083961e-09,1.0108528408077922e-07,3.026729010570816e-10,4.33663675056647e-06,1.4406436362384887e-10,2.9268180875662963e-06,7.235397529645028e-12,9.633044606603104e-08,8.283496449358115e-11,1.3227638773057778e-12,7.386876918312484e-14
4.622747691808045e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43903063728869235,0.0725959127988965,0.005565701025249863,3.065917356119305e-05,0.0015006806625315575,0.07520877689180236,0.03292981418713645,3.518233771779763e-05,4.629513628845294e-10,0.0017485149118828156,4.5326733329902674e-11,0.0005659797405204496,2.746064104892129e-09,3.451651629018514e-06,3.3893135564318893e-09,1.6369369359852637e-10,8.230408364152615e-06,2.5889074705776757e-05,0.005170907031086873,2.6767963757902525e-06,0.0006263883188863457,9.638662992624146e-10,2.4210842266778393e-09,3.176520296994538e-08,3.9868019122282765e-08,0.00025650905567507293,0.005722817272312287,1.0535389826237113e-06,6.679131242411173e-08,0.0014930151190863106,4.097017811987606e-05,5.372135561397235e-09,1.0114694444955298e-07,3.030243414583857e-10,4.329367678672486e-06,1.440847948483633e-10,2.9298532630943523e-06,7.242842275950173e-12,9.622507418446258e-08,8.281745474535272e-11,1.323005233564437e-12,7.38822500616585e-14
4.6291282749006105e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4390081891676897,0.07255457464342521,0.005554981795300739,3.06563532316377e-05,0.0015004572290432097,0.07529694876137492,0.03295152685700749,3.514565442212436e-05,4.643411552767529e-10,0.001747607652554788,4.5300770041988954e-11,0.00056613487844379,2.7459339008063955e-09,3.4434621869375265e-06,3.392476937510157e-09,1.637353808380671e-10,8.215819209987356e-06,2.5916983315391755e-05,0.00516769880269152,2.6610310952280876e-06,0.0006267073747977104,9.588118482663695e-10,2.415167534076115e-09,3.1822785685156164e-08,4.006973792193077e-08,0.0002576628224131873,0.005745337905060085,1.0541685379697586e-06,6.67779529902904e-08,0.0014946899223337515,4.101434477474684e-05,5.369073557912616e-09,1.012084618841389e-07,3.0337536918204224e-10,4.322109972979587e-06,1.4410498775051861e-10,2.932885304195486e-06,7.2502793787450995e-12,9.611982748954356e-08,8.279998754736325e-11,1.3232460920208967e-12,7.389570314041973e-14
4.635508857993176e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43898572441275296,0.07251326065184288,0.005544284202471768,3.0653531924151386e-05,0.0015002333059189743,0.07538506895763926,0.03297319655736156,3.510901442350974e-05,4.657322742832058e-10,0.0017467009849857658,4.5274842184280815e-11,0.0005662898505406531,2.745804750632763e-09,3.4352949419132185e-06,3.395636122391385e-09,1.6377676163665343e-10,8.201257676733193e-06,2.5944868509627736e-05,0.005164492397539356,2.645393073763223e-06,0.0006270259693795875,9.537955812313234e-10,2.40926589899004e-09,3.188059815970183e-08,4.027188533975175e-08,0.0002588182182402522,0.005767873319407554,1.054796631642336e-06,6.676457026070448e-08,0.0014963634635848544,4.105847437384484e-05,5.3660134540860605e-09,1.0126983668969101e-07,3.03725984449375e-10,4.314863621663444e-06,1.4412494307135948e-10,2.935914218927375e-06,7.257708857965504e-12,9.601470582618264e-08,8.278256246614166e-11,1.3234864539831733e-12,7.390912849243727e-14
4.641251382776484e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4389654919732616,0.07247609870814731,0.005534674831730158,3.065099192099802e-05,0.001500031357670276,0.07546433297624447,0.03299266262263066,3.507607539410691e-05,4.669854124143257e-10,0.0017458854897248533,4.5251537360821735e-11,0.000566429183901101,2.7456894162676512e-09,3.4279633315203867e-06,3.3984758055600677e-09,1.6381374304427962e-10,8.188175868041743e-06,2.596994521925063e-05,0.005161608191759953,2.6314265391555137e-06,0.0006273123108167732,9.493132632981318e-10,2.4039672689854046e-09,3.1932825825403444e-08,4.0454184113211855e-08,0.00025985946428086894,0.005788167771448582,1.0553606687963149e-06,6.675250595274273e-08,0.0014978685723307853,4.1098159417323545e-05,5.363260984400738e-09,1.0132495231857813e-07,3.040411857239572e-10,4.3083516036771935e-06,1.4414270033895438e-10,2.9386375758082195e-06,7.2643888876047515e-12,9.592020310330596e-08,8.276691554942187e-11,1.3237023563220276e-12,7.392118766292508e-14
4.646993907559793e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43894524617552616,0.07243895631598582,0.005525082918347613,3.06484511437263e-05,0.0014998290150501435,0.07554355518163453,0.0330120940200371,3.5043171343037004e-05,4.682396190901813e-10,0.0017450704730399887,4.522826115355762e-11,0.0005665683834160478,2.745574935016881e-09,3.4206495738445232e-06,3.401312098231084e-09,1.6385047752914818e-10,8.175116349271306e-06,2.5995003064820415e-05,0.0051587254627759776,2.6175610086981057e-06,0.0006275982799721338,9.44861273168598e-10,2.3986807749351107e-09,3.1985239584834466e-08,4.063682937552443e-08,0.0002609020241598383,0.0058084740865949145,1.0559235267936613e-06,6.674042289890327e-08,0.0014993726600272298,4.11378146076857e-05,5.360510052602681e-09,1.0137995288621605e-07,3.0435605325296293e-10,4.301848764480745e-06,1.4416026630171835e-10,2.941358412753273e-06,7.271062772885514e-12,9.582580141826071e-08,8.27513020933323e-11,1.3239178584978603e-12,7.393322448626195e-14
4.652736432343101e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4389249870739329,0.07240183346531608,0.005515508429869558,3.064590960074484e-05,0.0014996262791106567,0.07562273559377687,0.03303149081449091,3.501030222678271e-05,4.694948914646551e-10,0.0017442559345781745,4.520501352395222e-11,0.0005667074493089781,2.7454613066334915e-09,3.413353609318065e-06,3.404145004390663e-09,1.6388696570236812e-10,8.162079081252938e-06,2.6020042094937973e-05,0.005155844210568327,2.603795517818876e-06,0.0006278838775037975,9.404393313710186e-10,2.3934063882262276e-09,3.2037839431392554e-08,4.081982079779196e-08,0.0002619458951684949,0.00582879221293309,1.0564852079009815e-06,6.67283211574674e-08,0.0015008757272277943,4.1177440021844505e-05,5.357760658296633e-09,1.0143483861378602e-07,3.046705872008947e-10,4.29535509540051e-06,1.4417764149572543e-10,2.9440767356577036e-06,7.277730528393335e-12,9.5731500658869e-08,8.27357217940452e-11,1.3241329614495334e-12,7.39452390148658e-14
4.65847895712641e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4389047147227394,0.07236473014610043,0.005505951333899737,3.064336730038658e-05,0.001499423150900134,0.0757018742326356,0.0330508530707773,3.497746800194975e-05,4.707512266929574e-10,0.001743441873987456,4.518179443374239e-11,0.0005668463818027305,2.7453485308804123e-09,3.4060753787160877e-06,3.4069745280230305e-09,1.639232081737508e-10,8.149064024915555e-06,2.6045062358264313e-05,0.005152964435115269,2.590129113625408e-06,0.0006281691040681855,9.36047161750787e-10,2.3881440803146814e-09,3.2090625357685274e-08,4.100315805036775e-08,0.00026299107459980075,0.0058491220986689125,1.0570457143805503e-06,6.671620078651942e-08,0.0015023777744864332,4.12170357368082e-05,5.355012801087708e-09,1.014896097220689e-07,3.049847877330636e-10,4.2888705877463485e-06,1.4419482645574423e-10,2.9467925504233744e-06,7.284392168730263e-12,9.563730071322219e-08,8.272017435144318e-11,1.3243476661113615e-12,7.395723130090095e-14
4.664221481909718e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43888442917607556,0.07232764634830594,0.005496411598100119,3.064082425090971e-05,0.0014992196314631673,0.07578097111817148,0.033070180853556945,3.4944668625265014e-05,4.720086219316426e-10,0.0017426282909168997,4.515860384493467e-11,0.0005669851811195022,2.7452366075304034e-09,3.39881482315341e-06,3.409800673110441e-09,1.6395920555181244e-10,8.136071141285169e-06,2.6070063903520428e-05,0.005150086136392433,2.5765608547492795e-06,0.0006284539603200308,9.316844914557696e-10,2.3828938227250554e-09,3.2143597355534404e-08,4.118684080286352e-08,0.0002640375597483621,0.005869463692127156,1.0576050484912068e-06,6.670406184394731e-08,0.0015038788023574497,4.125660182968062e-05,5.352266480581185e-09,1.0154426643144634e-07,3.0529865501593385e-10,4.282395232811748e-06,1.4421182171524206e-10,2.9495058629588504e-06,7.291047708514909e-12,9.554320146967549e-08,8.270465946911081e-11,1.3245619734131577e-12,7.396920139628193e-14
4.6699640066930265e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4388641304879431,0.07229058206190439,0.005486889190190828,3.0638280460498426e-05,0.0014990157218406554,0.07586002627034183,0.03308947422736631,3.49119040535749e-05,4.732670743386225e-10,0.0017418151850165729,4.513544171980219e-11,0.0005671238474808499,2.7451255363660272e-09,3.3915718840817475e-06,3.412623443633139e-09,1.639949584437765e-10,8.123100391484139e-06,2.6095046779487798e-05,0.0051472093143728435,2.563089811156757e-06,0.0006287384469123595,9.273510508673546e-10,2.3776555870503677e-09,3.219675541598654e-08,4.137086872416688e-08,0.00026508534791047194,0.005889816941751209,1.0581632124878228e-06,6.669190438744875e-08,0.0015053788113954943,4.129613837766105e-05,5.349521696382524e-09,1.0159880896189931e-07,3.0561218921718065e-10,4.275929021874004e-06,1.442286278063861e-10,2.9522166791794134e-06,7.297697162382762e-12,9.544920281684434e-08,8.268917685424454e-11,1.324775884280256e-12,7.398114935267132e-14
4.675706531476335e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43884381871221667,0.07225353727687223,0.005477384077950044,3.0635735937263855e-05,0.0014988114230698355,0.07593903970910067,0.033108733256617943,3.4879174243843545e-05,4.745265810731818e-10,0.0017410025559375269,4.511230802088147e-11,0.0005672623811076944,2.7450153171795196e-09,3.3843465032868644e-06,3.4154428435693098e-09,1.6403046745557553e-10,8.1101517367304e-06,2.612001103500887e-05,0.005144333969026914,2.549715063995574e-06,0.0006290225644965031,9.230465735036565e-10,2.372429344951904e-09,3.225009952930411e-08,4.15552414824279e-08,0.0002661344363840708,0.005910181796102824,1.058720208619722e-06,6.667972847453204e-08,0.0015068778021555631,4.133564545804404e-05,5.346778448097625e-09,1.0165323753300885e-07,3.0592539050483353e-10,4.269471946194416e-06,1.4424524526004253e-10,2.954925005007067e-06,7.304340544985922e-12,9.535530464360018e-08,8.267372621753708e-11,1.3249893996335504e-12,7.399307522148199e-14
4.681449056259643e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4388234939026444,0.0722165119831906,0.0054678962292139255,3.06331906892449e-05,0.001498606736184316,0.07601801145439847,0.03312795800560081,3.4846479153151195e-05,4.757871392959922e-10,0.0017401904033317766,4.508920271096941e-11,0.0005674007822203218,2.744905949772662e-09,3.3771386228857957e-06,3.418258876895135e-09,1.6406573319185378e-10,8.097225138336724e-06,2.6144956718986212e-05,0.005141460100322468,2.536435705413337e-06,0.0006293063137221497,9.187707960348345e-10,2.3672150681591143e-09,3.230362968495678e-08,4.1739958745046595e-08,0.0002671848224687146,0.005930558203861847,1.0592760391328876e-06,6.66675341625078e-08,0.0015083757751929922,4.137512314822069e-05,5.344036735332428e-09,1.0170755236396305e-07,3.062382590476526e-10,4.263023997018446e-06,1.4426167460578345e-10,2.9576308463705483e-06,7.31097787099268e-12,9.526150683906547e-08,8.265830727322474e-11,1.3252025203895757e-12,7.400497905388813e-14
4.687191581042952e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43880315611284765,0.07217950617084534,0.005458425611876516,3.063064472440906e-05,0.0014984016622141094,0.07609694152618234,0.033147148538480595,3.481381873869248e-05,4.770487461691282e-10,0.0017393787268522854,4.5066125753120197e-11,0.0005675390510383883,2.744797433956863e-09,3.3699481853240277e-06,3.421071547584843e-09,1.6410075625596924e-10,8.084320557710006e-06,2.6169883880382554e-05,0.005138587708224745,2.523250838419999e-06,0.0006295896952372927,9.145234583202428e-10,2.362012728469319e-09,3.2357345871655815e-08,4.1925020178728187e-08,0.000268236503465715,0.005950946113825816,1.0598307062720244e-06,6.665532150849839e-08,0.0015098727310634563,4.141457152567893e-05,5.341296557692447e-09,1.0176175367355345e-07,3.065507950168631e-10,4.256585165575917e-06,1.4427791637189374e-10,2.9603342092053404e-06,7.317609155088453e-12,9.516780929260904e-08,8.264291973911639e-11,1.3254152474605154e-12,7.401686090082249e-14
