Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2OX(23),H2X(49),O(29),CH3X(55),C2H4(47),OH(D)X(68),COX(50),CO2X(24),CHOX(53),CH4OX(63),acetyl(44),CHO2X(213),C2H4X(222),C2H6X(52),C2H4X(70),CH2(T)(34),CH2O2(186),CH2OX(54),CH2OH(40),S(223),HOCO(73),CHO2(74)
8.382880831159497e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.419300968225919,0.05156968451524312,0.0019260953772540434,5.304532833474573e-05,0.006169302714017595,0.1158144445892273,0.03540428695160648,1.8868020792499466e-05,1.8298454662198657e-05,0.0012809715265516765,3.694094273399579e-11,0.0006299369772786689,3.0572878626583904e-09,1.2747927044014945e-06,4.079238418401182e-09,1.3414573870858745e-10,5.611613944909166e-06,4.368971150871673e-05,0.0035081861840750217,1.8190458884114911e-07,0.0007366898730954173,3.084595172284623e-09,6.138156081153767e-10,1.7831025553817148e-09,3.581409154574959e-09,0.00016484957645029872,0.026311311557947845,8.37169450590158e-05,2.6228131372356973e-07,0.0021961756374606197,1.771880158873679e-06,3.758791244162226e-09,6.91404585888047e-05,1.6436201837554835e-11,1.0386052190263133e-07,1.6236764164852568e-10,3.365915241781335e-09,1.3376190685320198e-11,1.134892917394474e-10,6.240885157972522e-14,4.735841236346799e-06,4.9285855752629066e-08,1.167353563023909e-11,1.215384775607938e-06,6.786335545232844e-16,2.984874622078244e-08,3.6253802170487895e-10,5.102471562896811e-20,2.5476687910803712e-12,1.4227299398914e-13
8.39629694786595e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4192499887714982,0.05150846057664246,0.0019189354814232423,5.3048777277096986e-05,0.006169505563891744,0.11594535046549782,0.035418458926044345,1.882642281437283e-05,1.8240055746319722e-05,0.0012795604955790248,3.690069767207564e-11,0.0006301308250825966,3.057326816378655e-09,1.269883084375302e-06,4.081997700677066e-09,1.340636238695389e-10,5.597345284509139e-06,4.371936820304639e-05,0.003503594813237499,1.808617451224199e-07,0.0007370046486366678,3.0697786237913614e-09,6.108602402549292e-10,1.7817078347716115e-09,3.592505842791112e-09,0.00016526977915358102,0.026363907307136468,8.373985174877788e-05,2.622580444442403e-07,0.002198391429195618,1.7657729178788316e-06,3.754194317739587e-09,6.918739169891309e-05,1.6392416188998863e-11,1.0388946364649358e-07,1.6231587037565226e-10,3.368684058925801e-09,1.3323054785382237e-11,1.1340965825019231e-10,6.213362639814334e-14,4.738498410664039e-06,4.917121688660139e-08,1.1680039402684786e-11,1.2157469312883403e-06,6.76312126398893e-16,2.9749867685372536e-08,3.613601926374667e-10,5.1062671440771094e-20,2.548618194484905e-12,1.4232602798455145e-13
8.409713064572404e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4191990360348352,0.05144731117602673,0.0019118038059006393,5.305220396827254e-05,0.006169705372014801,0.11607609921164344,0.035432577372008375,1.878491662021706e-05,1.818183896953179e-05,0.0012781510150617125,3.6860499861993135e-11,0.0006303243640606784,3.0573660219995158e-09,1.264999378522682e-06,4.084750442582462e-09,1.339813110748431e-10,5.583141301337395e-06,4.3748947789489675e-05,0.003499009747353804,1.7982604478810967e-07,0.0007373186650314195,3.0550534487114585e-09,6.079196101956039e-10,1.7803164788366037e-09,3.6036095854206307e-09,0.00016569000447952157,0.026416474342536092,8.376263086454169e-05,2.6223466051717667e-07,0.002200603777430683,1.7596873288828472e-06,3.749603185541934e-09,6.923420278238562e-05,1.6348831136121537e-11,1.0391824491334075e-07,1.62264313385957e-10,3.3714455168712016e-09,1.3270204105279619e-11,1.1332989094413661e-10,6.185992209109899e-14,4.741146699430546e-06,4.9056847265421336e-08,1.168652139549143e-11,1.2161088550878523e-06,6.739990172864218e-16,2.965131123421834e-08,3.6018686603980606e-10,5.110052025831277e-20,2.5495653826931296e-12,1.423789381992119e-13
8.421787569608213e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4191532015114988,0.05139234036771866,0.0019054093289200221,5.3055269082030305e-05,0.006169882611553633,0.11619363889071599,0.03544523838859015,1.8747639343256714e-05,1.812959918422174e-05,0.001276883806516288,3.6824362126034634e-11,0.0006304982856716113,3.0574015185658065e-09,1.260626061575954e-06,4.0872223332773844e-09,1.3390706157545405e-10,5.570412723849324e-06,4.377550362435851e-05,0.0034948885721322567,1.788999748957287e-07,0.0007376006325976364,3.041878371056055e-09,6.052855808529953e-10,1.7790671299764975e-09,3.61360894303649e-09,0.00016606822531314315,0.026463760029043368,8.378302347958905e-05,2.6221351760853644e-07,0.002202591951360529,1.7542287471887527e-06,3.745476114416602e-09,6.927622863723059e-05,1.6309775183886408e-11,1.0394401145720047e-07,1.6221809410164515e-10,3.3739245538965555e-09,1.322288081842444e-11,1.1325798698873579e-10,6.161488084655157e-14,4.743522580943042e-06,4.895414426898791e-08,1.1692336613454864e-11,1.2164343813292695e-06,6.719243021904563e-16,2.9562885035618782e-08,3.5913470431411714e-10,5.113449293268044e-20,2.5504159649951326e-12,1.424264519461007e-13
8.433862074644021e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.41910738880769316,0.051337429790529,0.0018990375294427777,5.305831638846063e-05,0.006170057411275827,0.11631105158064792,0.03545785638543951,1.871043608122797e-05,1.8077506159070576e-05,0.001275617850643025,3.678826246506456e-11,0.0006306719582058167,3.0574372120157138e-09,1.2562734785270543e-06,4.0896889541670165e-09,1.3383265408731397e-10,5.55773599352334e-06,4.380199725164762e-05,0.0034907724915204,1.779796036624579e-07,0.0007378819887526877,3.0287762948666917e-09,6.026633719449963e-10,1.7778204966513646e-09,3.623613936287186e-09,0.0001664464620503655,0.02651102228094389,8.38033136642236e-05,2.621922830416945e-07,0.0022045773448217524,1.7487875845274704e-06,3.741353725057322e-09,6.931815604576621e-05,1.627088001763769e-11,1.0396964915079649e-07,1.621720461401785e-10,3.3763976616604935e-09,1.3175785707059728e-11,1.1318597656077017e-10,6.137105723015007e-14,4.745891300065635e-06,4.885165835348999e-08,1.1698134275626042e-11,1.216759706900146e-06,6.698562705495489e-16,2.947471828394863e-08,3.5808615728260034e-10,5.116837934828953e-20,2.5512647658095154e-12,1.4247386614818687e-13
8.44593657967983e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.41906159800699444,0.051282579376069656,0.0018926883222855702,5.306134598891098e-05,0.006170229782456739,0.11642833741686191,0.0354704315218564,1.8673306678431608e-05,1.802555952885246e-05,0.0012743531459341612,3.67522007857095e-11,0.0006308453821686905,3.0574730989500348e-09,1.251941509168393e-06,4.0921503184269555e-09,1.3375808971808633e-10,5.545110856334812e-06,4.382842878924204e-05,0.0034866614996456667,1.770648901830979e-07,0.0007381627351440142,3.015746747302168e-09,6.000529283423245e-10,1.7765765740686799e-09,3.633624527381924e-09,0.0001668247135497968,0.02655826101548281,8.382350184376683e-05,2.6217095738264015e-07,0.0022065599619591906,1.7433637847633972e-06,3.737236012005548e-09,6.93599851946663e-05,1.6232144841630187e-11,1.0399515852938947e-07,1.6212616846097157e-10,3.378864855051838e-09,1.3128917434672939e-11,1.1311386056158409e-10,6.112844411329826e-14,4.748252873272788e-06,4.874938904362336e-08,1.1703914422183803e-11,1.2170848257698103e-06,6.677948964141623e-16,2.9386810297930203e-08,3.5704120977797873e-10,5.120217969726183e-20,2.5521117911862314e-12,1.4252118114245787e-13
8.458011084715639e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4190158291924641,0.0512277890560355,0.0018863616226006412,5.306435798407878e-05,0.006170399736312237,0.1165454965346676,0.03548296395652857,1.8636250979585573e-05,1.79737589287935e-05,0.0012730896908860223,3.671617699515904e-11,0.0006310185580640353,3.057509176010239e-09,1.247630034133299e-06,4.0946064391985894e-09,1.3368336957034217e-10,5.5325370597924085e-06,4.38547983548719e-05,0.003482555590637136,1.7615579389244344e-07,0.0007384428734134787,3.0027892602340104e-09,5.974541951907799e-10,1.7753353575449534e-09,3.64364067924975e-09,0.00016720297867600637,0.026605476150424214,8.384358844205264e-05,2.621495411945095e-07,0.0022085398069126684,1.7379572919352136e-06,3.733122969807698e-09,6.940171627012146e-05,1.6193568864648184e-11,1.0402054012588522e-07,1.6208046003055805e-10,3.3813261489121065e-09,1.308227467392838e-11,1.1304163988863777e-10,6.088703487552703e-14,4.75060731700073e-06,4.8647335865255845e-08,1.1709677093406673e-11,1.2174097319423028e-06,6.657401540173758e-16,2.9299160397301553e-08,3.5599984672044654e-10,5.123589417088399e-20,2.5529570471266322e-12,1.4256839726427393e-13
8.468878139247867e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.41897465612579604,0.051178529092350836,0.001880686766915672,5.306705380991951e-05,0.006170550637191235,0.11665083150819641,0.03549420676840536,1.8602963739495735e-05,1.7927262943408816e-05,0.0012719536485631042,3.668378790233308e-11,0.000631174204687228,3.0575418052060613e-09,1.2437671312636504e-06,4.09681247554885e-09,1.336159891539285e-10,5.521264331698992e-06,4.38784780749757e-05,0.0034788646135290946,1.7534237667352677e-07,0.0007386944792657553,2.9911887469160936e-09,5.951253027321947e-10,1.7742205725664999e-09,3.652659940184668e-09,0.00016754342800418378,0.026647949526666697,8.386157987797196e-05,2.621301896865841e-07,0.0022103193005710703,1.7331061997080866e-06,3.729425220905758e-09,6.943919053884688e-05,1.6158985950401415e-11,1.0404327474726675e-07,1.620394662835588e-10,3.3835362816982564e-09,1.3040487912769019e-11,1.1297655252465936e-10,6.067079050819595e-14,4.752720234204968e-06,4.8555672406251834e-08,1.1714848589517279e-11,1.217701960713614e-06,6.638965350209383e-16,2.9220495588299115e-08,3.5506567227144555e-10,5.126616393134914e-20,2.5537162695268363e-12,1.426108075142905e-13
8.479745193780096e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4189335009946183,0.05112931770021256,0.0018750300124431918,5.306973552902593e-05,0.006170699597166975,0.11675606404780726,0.035505415234737825,1.8569735961546762e-05,1.788088468208224e-05,0.0012708186161602161,3.6651429357838916e-11,0.0006313296511475791,3.057574583310946e-09,1.2399206469355478e-06,4.099014284840119e-09,1.335484842425339e-10,5.510032804313404e-06,4.390210777831627e-05,0.003475177744511069,1.7453344769196546e-07,0.000738945595055659,2.979645886333183e-09,5.92805811967965e-10,1.7731079722962527e-09,3.6616836483289426e-09,0.00016788388662888884,0.02669040366182601,8.387948968196746e-05,2.621107657106149e-07,0.0022120965551206922,1.7282690403599381e-06,3.725731247018339e-09,6.947658565387774e-05,1.6124530780437065e-11,1.0406590668022962e-07,1.6199860803511708e-10,3.3857416588287564e-09,1.2998881794640588e-11,1.1291138174508741e-10,6.045551088775849e-14,4.754827401741852e-06,4.8464183286725475e-08,1.172000599244798e-11,1.2179940080488648e-06,6.620582485695405e-16,2.9142038783681324e-08,3.5413437819786365e-10,5.129636442625424e-20,2.5544740678541386e-12,1.4265313819054293e-13
8.490612248312324e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.41889236385842205,0.05108015482999803,0.0018693912980209824,5.30724032134745e-05,0.006170846624293737,0.11686119425190732,0.03551658946994721,1.8536567533397397e-05,1.7834623879850944e-05,0.0012696845925895747,3.661910129516999e-11,0.0006314848978090936,3.0576075079104003e-09,1.2360904958489039e-06,4.101211876595287e-09,1.3348085562943546e-10,5.498842296708974e-06,4.3925687550212345e-05,0.0034714949793067124,1.7372897806599856e-07,0.000739196221968531,2.9681603448604302e-09,5.904956834488543e-10,1.7719975533133318e-09,3.6707117767357097e-09,0.0001682243537308201,0.0267328384970254,8.38973181594167e-05,2.620912696706661e-07,0.0022138715735691952,1.7234457734552557e-06,3.722041044185758e-09,6.951390175013558e-05,1.609020278782277e-11,1.040884363089404e-07,1.6195788455087514e-10,3.3879422910346787e-09,1.2957455371001199e-11,1.1284612819473705e-10,6.02411912543772e-14,4.756928831514336e-06,4.837286816349158e-08,1.172514933133164e-11,1.2182858696483115e-06,6.602252761359917e-16,2.9063789489571746e-08,3.532059536816766e-10,5.132649579402527e-20,2.5552304464249634e-12,1.4269538953400923e-13
8.501479302844552e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4188512447763647,0.05103104043213867,0.0018637705627036333,5.307505693492681e-05,0.006170991726587695,0.11696622221882974,0.035527729588058526,1.8503458342975507e-05,1.7788480272059657e-05,0.0012685515767660192,3.658680364817831e-11,0.0006316399450347519,3.0576405766471337e-09,1.2322765932376458e-06,4.103405260317333e-09,1.3341310410462115e-10,5.487692628936598e-06,4.394921747578769e-05,0.003467816313640837,1.7292893913118144e-07,0.000739446361187633,2.956731788522623e-09,5.88194877963681e-10,1.7708893122871704e-09,3.679744298922567e-09,0.0001685648284923097,0.0267752539737253,8.391506561510998e-05,2.620717019696372e-07,0.002215644358920953,1.7186363586717523e-06,3.7183546084504063e-09,6.955113896232293e-05,1.605600140864202e-11,1.0411086401566387e-07,1.6191729508179089e-10,3.390138189199539e-09,1.2916207699869492e-11,1.1278079251516497e-10,6.002782696705629e-14,4.759024535400531e-06,4.828172669413788e-08,1.1730278635458766e-11,1.2185775412344894e-06,6.583975994956205e-16,2.8985747212761138e-08,3.522803879554352e-10,5.135655817268096e-20,2.555985409521205e-12,1.4273756178509955e-13
8.511259651923557e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.41881425308742953,0.05098687887700397,0.0018587272228553816,5.307743340476806e-05,0.0061711206795150506,0.11706066005748625,0.035537726618164164,1.8473710627441255e-05,1.7747051007806023e-05,0.001267532723253795,3.655776171690695e-11,0.0006317793173193742,3.0576704597693434e-09,1.2288579037018965e-06,4.105375715642059e-09,1.3335202329305522e-10,5.477692698052421e-06,4.39703518603886e-05,0.003464509016114464,1.7221266880809518e-07,0.0007396710704811516,2.946494536943651e-09,5.861320918980596e-10,1.7698937546292972e-09,3.6878773029733126e-09,0.0001688712616523308,0.026813411303125683,8.393096930218801e-05,2.620540300991516e-07,0.002217237958920322,1.7143196956948705e-06,3.715040033893436e-09,6.958458511857785e-05,1.6025327958475856e-11,1.0413096212377354e-07,1.6188087854175423e-10,3.3921104588149692e-09,1.2879236855174868e-11,1.1272192071065164e-10,5.983661172114086e-14,4.760905783062603e-06,4.819984756340933e-08,1.1734883033324177e-11,1.2188398796832435e-06,6.567572032502739e-16,2.8915685756287172e-08,3.5144981421221755e-10,5.138355544187666e-20,2.556663669624873e-12,1.4277544938455306e-13
8.521040001002561e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4187772761126581,0.05094275650831066,0.0018536983527658573,5.3079798673956436e-05,0.006171248085580813,0.11715501523519989,0.03554769618803139,1.8444010722581434e-05,1.770571626443408e-05,0.0012665146843524261,3.652874432132374e-11,0.0006319185286173274,3.057700455984966e-09,1.2254522461492887e-06,4.1073427770489426e-09,1.3329084413152832e-10,5.467725572640397e-06,4.399144600011156e-05,0.0034612050326373917,1.7149994369653827e-07,0.0007398953865544604,2.9363029366154037e-09,5.840767974444244e-10,1.7688999558417093e-09,3.6960138245231985e-09,0.00016917769976412047,0.026851552862791284,8.394680782761081e-05,2.6203630079785507e-07,0.0022188297547278617,1.7100141911306026e-06,3.7117285046096942e-09,6.961796758549153e-05,1.5994756204277028e-11,1.0415097826103114e-07,1.6184456943457379e-10,3.3940789103802734e-09,1.2842409362823727e-11,1.1266298336224559e-10,5.964616287089169e-14,4.76278241098222e-06,4.811810856705985e-08,1.1739476107631348e-11,1.2191020576873324e-06,6.551210684865215e-16,2.8845791226203247e-08,3.506215396400454e-10,5.141049704184481e-20,2.557340789769196e-12,1.4281327328623318e-13
8.530820350081566e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.418740313894491,0.05089867329003533,0.0018486839084531676,5.3082152793881704e-05,0.006171373950550465,0.11724928782350175,0.035557638379967914,1.8414358547250477e-05,1.7664475849659185e-05,0.0012654974592762258,3.649975141394379e-11,0.0006320575791911157,3.057730563583774e-09,1.2220595598785335e-06,4.109306451428407e-09,1.3322956718915695e-10,5.457791123522281e-06,4.401249995666891e-05,0.003457904360095508,1.7079074333684767e-07,0.0007401193102626348,2.9261567493776537e-09,5.82028966344106e-10,1.767907913438533e-09,3.7041538440257507e-09,0.00016948414223694617,0.02688967861074026,8.39625814110776e-05,2.6201851435501144e-07,0.0022204197485269843,1.7057198158181885e-06,3.708420017725917e-09,6.965128646074957e-05,1.596428574133988e-11,1.0417091270352013e-07,1.618083672319825e-10,3.3960435517302543e-09,1.2805724548134583e-11,1.1260398093145406e-10,5.945647692129382e-14,4.764654427767116e-06,4.803650945706084e-08,1.174405787946753e-11,1.2193640721743145e-06,6.534891820089003e-16,2.8776063264328687e-08,3.4979555650155436e-10,5.143738307265088e-20,2.5580167730476532e-12,1.4285103366299478e-13
8.54060069916057e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.41870336647515466,0.0508546291861898,0.0018436838460757084,5.3084495815668004e-05,0.006171498280165026,0.11734347789387439,0.03556755327602519,1.8384754020476823e-05,1.7623329571404723e-05,0.0012644810472411915,3.647078294751228e-11,0.0006321964693025848,3.057760780859982e-09,1.2186797845286149e-06,4.1112667456598e-09,1.3316819303293024e-10,5.44788922214488e-06,4.4033513791677494e-05,0.003454606995375514,1.700850474053177e-07,0.0007403428424580827,2.9160557386896686e-09,5.799885704477799e-10,1.7669176249416432e-09,3.7122973420059653e-09,0.0001697905884819051,0.026927788505208033,8.397829027154029e-05,2.6200067105860985e-07,0.0022220079424989585,1.701436540670495e-06,3.705114570371859e-09,6.968454184186431e-05,1.5933916166898063e-11,1.0419076572642819e-07,1.617722714096891e-10,3.3980043906765402e-09,1.2769181740186419e-11,1.1254491387794498e-10,5.92675504328098e-14,4.766521842008865e-06,4.795504998588599e-08,1.174862836989096e-11,1.219625920086081e-06,6.51861530676937e-16,2.8706501512914647e-08,3.489718570942997e-10,5.1464213634121886e-20,2.5586916225402767e-12,1.4288873068699574e-13
8.550381048239575e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.41866643389666075,0.0508106241608212,0.0018386981219317084,5.308682779017541e-05,0.006171621080141172,0.11743758551775152,0.035577440957999217,1.835519706146225e-05,1.7582277237803392e-05,0.0012634654474650015,3.644183887500298e-11,0.0006323351992129202,3.0577911061176996e-09,1.2153128600764696e-06,4.113223666609949e-09,1.3310672222771703e-10,5.438019740576299e-06,4.405448756665083e-05,0.00345131293536494,1.6938283571338053e-07,0.0007405659839910576,2.9059996694396903e-09,5.779555817166687e-10,1.7659290878757874e-09,3.7204442990261493e-09,0.0001700970379118236,0.026965882504646637,8.399393462725483e-05,2.6198277119537436e-07,0.0022235943388229083,1.6971643366738624e-06,3.701812159680404e-09,6.971773382618312e-05,1.5903647080134543e-11,1.0421053760405009e-07,1.6173628144645121e-10,3.3999614350195093e-09,1.2732780271829978e-11,1.124857826594822e-10,5.907937998579487e-14,4.768384662282911e-06,4.787372990650519e-08,1.1753187599920385e-11,1.2198875983787907e-06,6.502381014075136e-16,2.8637105614656804e-08,3.481504337505397e-10,5.14909888258729e-20,2.559365341314858e-12,1.4292636452971048e-13
8.56016139731858e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.41862951620080785,0.050766658178011834,0.0018337266924587671,5.308914876800137e-05,0.006171742356171357,0.11753161076651811,0.03558730150743135,1.832568758958136e-05,1.7541318657198634e-05,0.001262450659167003,3.6412919149616764e-11,0.0006324737691826519,3.05782153766926e-09,1.2119587268346713e-06,4.115177221133447e-09,1.3304515533627314e-10,5.428182551502159e-06,4.4075421342998625e-05,0.0034480221769521468,1.686840882065835e-07,0.0007407887357095455,2.8959883079277444e-09,5.759299722219647e-10,1.7649422997666983e-09,3.728594695677192e-09,0.0001704034899412431,0.02700396056772397,8.400951469576813e-05,2.619648150507705e-07,0.0022251789396758063,1.692903174887946e-06,3.69851278278757e-09,6.975086251088982e-05,1.587347808217099e-11,1.0423022860979223e-07,1.6170039682415444e-10,3.401914692546713e-09,1.269651947966231e-11,1.1242658773193236e-10,5.889196217498104e-14,4.7702428971486015e-06,4.7792548972383564e-08,1.1757735590535163e-11,1.2201491040228055e-06,6.486188811745133e-16,2.8567875212696923e-08,3.4733127883666393e-10,5.151770874730879e-20,2.5600379324270407e-12,1.4296393536193421e-13
8.569941746397584e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.41859261342918186,0.05072273120187918,0.0018287695142334005,5.309145879948236e-05,0.006171862113923933,0.11762555371151037,0.03559713500560905,1.8296225524380884e-05,1.7500453638146024e-05,0.0012614366815682087,3.638402372478037e-11,0.0006326121794716559,3.0578520738350733e-09,1.208617325449129e-06,4.117127416072987e-09,1.329834929192484e-10,5.4183775282218814e-06,4.409631518202731e-05,0.0034447347170263477,1.6798878496351914e-07,0.0007410110984592531,2.886021421863714e-09,5.739117141444048e-10,1.7639572581423546e-09,3.736748512583166e-09,0.0001707099439863808,0.027042022653323068,8.402503069392017e-05,2.619468029090111e-07,0.002226761747232468,1.688653026445563e-06,3.6952164368324982e-09,6.978392799300459e-05,1.5843408776055623e-11,1.042498390161748e-07,1.6166461702779418e-10,3.4038641710326527e-09,1.2660398704000771e-11,1.1236732954927265e-10,5.870529361396426e-14,4.772096555149213e-06,4.771150693748168e-08,1.1762272362675226e-11,1.220410434002624e-06,6.470038570084712e-16,2.8498809950621984e-08,3.4651438475313205e-10,5.1544373497624015e-20,2.560709398920375e-12,1.430014433537859e-13
8.589502444555595e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4185188528238944,0.05063499412628941,0.0018188977385233099,5.309604622345896e-05,0.0061720970971499214,0.11781319297527225,0.03561672117208638,1.823744329306546e-05,1.7419003519988056e-05,0.001259411155360547,3.6326305591585426e-11,0.0006328885220437312,3.0579134533327174e-09,1.201972482483592e-06,4.121017754510147e-09,1.32859883740569e-10,5.398863475287538e-06,4.4137983292837765e-05,0.0034381696801968906,1.6660843224227806e-07,0.0007414546604239241,2.8662201538842984e-09,5.698971415087042e-10,1.761992404468464e-09,3.753066329815632e-09,0.0001713228557972113,0.027118098728689838,8.405587134298977e-05,2.619106117646507e-07,0.0022299219911455707,1.6801856544875347e-06,3.688632826307738e-09,6.984986973672353e-05,1.578356766112712e-11,1.042888191165272e-07,1.6159336986821467e-10,3.407751821915887e-09,1.2588574581916969e-11,1.1224862522512841e-10,5.833419077745146e-14,4.775790174648178e-06,4.754983858364344e-08,1.1771312335094696e-11,1.2209325549779753e-06,6.437863452805798e-16,2.836117342272363e-08,3.44887348847986e-10,5.159753788062283e-20,2.5620489701645713e-12,1.4307627149348796e-13
8.609063142713606e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.41844515240925967,0.050547412647693205,0.0018090824501746266,5.310059045963306e-05,0.006172326074688613,0.11800050387874889,0.03563620010268348,1.8178849727310726e-05,1.7337925356066932e-05,0.001257388862643081,3.6268684107299734e-11,0.0006331642289951711,3.0579752313388033e-09,1.1953778629280728e-06,4.124894736420353e-09,1.3273589913502944e-10,5.379476580305042e-06,4.417949238747609e-05,0.0034316178000076665,1.6524162080175275e-07,0.0007418966766058706,2.84659403492593e-09,5.659116434293939e-10,1.7600345071136093e-09,3.769397596354579e-09,0.00017193576870800167,0.02719411040608541,8.408645829516464e-05,2.61874200011175e-07,0.0022330750879176117,1.6717619913196193e-06,3.68206130528131e-09,6.991555983024528e-05,1.5724120597833432e-11,1.0432748006765085e-07,1.6152253590884433e-10,3.4116244496116354e-09,1.25173027015707e-11,1.1212967328135631e-10,5.796604471718629e-14,4.7794655888059525e-06,4.738872288651307e-08,1.1780307683914163e-11,1.2214539374611607e-06,6.40585463588025e-16,2.8224193188681086e-08,3.4326926591183146e-10,5.1650482764242296e-20,2.5633840791562044e-12,1.4315085029637157e-13
8.628623840871616e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.41837151251038246,0.050459986480291666,0.0017993233067542253,5.3105091901451436e-05,0.006172549091031602,0.1181874869908686,0.035655572438640926,1.8120444189628255e-05,1.7257217622598186e-05,0.001255369797242997,3.621115890733581e-11,0.0006334393023816923,3.0580373947114906e-09,1.1888330037207544e-06,4.1287584161083895e-09,1.3261154351273942e-10,5.360215851393454e-06,4.422084295269838e-05,0.003425079051604068,1.6388819595963328e-07,0.0007423371536902562,2.8271412563005737e-09,5.619550012505783e-10,1.758083546366741e-09,3.785742158344227e-09,0.00017254867810943535,0.027270057364242595,8.411679325999878e-05,2.6183756987780903e-07,0.0022362210548694003,1.6633818086222902e-06,3.675501850977747e-09,6.998099904388331e-05,1.566506447875728e-11,1.0436582401808638e-07,1.6145211113909712e-10,3.415482115858164e-09,1.2446577916883162e-11,1.1201047728250082e-10,5.760082894085446e-14,4.783122865393697e-06,4.722815789543453e-08,1.1789258575244217e-11,1.2219745578306365e-06,6.374011101794736e-16,2.808786641350808e-08,3.41660076352678e-10,5.170320893452671e-20,2.564714749814307e-12,1.432251810993852e-13
8.648184539029627e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4182979334490346,0.050372715338844194,0.001789619968008319,5.310955093832682e-05,0.006172766190296402,0.1183741428797752,0.035674838817212555,1.806222604522778e-05,1.7176878799315957e-05,0.0012533539530133636,3.6153729630596106e-11,0.0006337137442487776,3.0580999304375805e-09,1.1823374469197952e-06,4.132608847685196e-09,1.3248682125079255e-10,5.34108030614483e-06,4.426203547363064e-05,0.0034185534101461392,1.6254800506819745e-07,0.000742776098326785,2.80786003090733e-09,5.58026998026606e-10,1.756139502546357e-09,3.802099862442274e-09,0.00017316157941908792,0.027345939285264936,8.414687793596888e-05,2.618007235743114e-07,0.0022393599092871024,1.6550448792316998e-06,3.668954440670655e-09,7.004618814537137e-05,1.5606396226222972e-11,1.0440385310245943e-07,1.6138209159602586e-10,3.419324882189075e-09,1.2376395138924664e-11,1.1189104076357759e-10,5.723851721973738e-14,4.786762071928612e-06,4.706814166753182e-08,1.1798165174573206e-11,1.2224943926850086e-06,6.342331841773372e-16,2.7952190269577346e-08,3.400597211033166e-10,5.1755717174208715e-20,2.566041005870046e-12,1.432992652289746e-13
8.667745237187638e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.41822441554367845,0.05028559893866716,0.0017799720958482027,5.311396795568413e-05,0.006172977416230163,0.11856047211282653,0.03569399987169028,1.800419466199874e-05,1.7096907369512436e-05,0.0012513413238328917,3.609639591943269e-11,0.0006339875566317495,3.0581628256313226e-09,1.1758907396344739e-06,4.136446085067509e-09,1.3236173669349074e-10,5.322068971511621e-06,4.430307043377649e-05,0.0034120408508089275,1.6122089748387597e-07,0.0007432135171299784,2.788748592938399e-09,5.541274185081525e-10,1.754202356000641e-09,3.818470555820646e-09,0.0001737744680813353,0.027421755854603182,8.417671401054366e-05,2.6176366329116126e-07,0.0022424916684221823,1.6467509771347214e-06,3.6624190516824336e-09,7.011112789987572e-05,1.5548112791944812e-11,1.0444156944156683e-07,1.6131247336369028e-10,3.4231528099331857e-09,1.230674933514725e-11,1.117713672303045e-10,5.687908358596727e-14,4.790383275674955e-06,4.690867226766323e-08,1.1807027646769712e-11,1.223013418841073e-06,6.310815855672033e-16,2.7817161936689815e-08,3.3846814161481874e-10,5.1808008262726107e-20,2.5673628708685658e-12,1.4337310400118596e-13
