Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),C2H4(47),CH3X(55),H2OX(23),COX(50),O(29),CHOX(53),CO2X(24),acetyl(44),C2H6X(52),C2H4X(215),HOCO(73),C2H4X(70),CHO2(74),S(216)
7.996648778362013e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4265972622444148,0.05366855741538124,0.002058256027854218,3.518280973838246e-05,0.000713475250775123,0.11656718050259761,0.04071251036262742,1.989238342579532e-05,1.3373875118377242e-09,0.0013153659712724414,3.3071054795287135e-11,0.0006331119215817741,2.6646219851772874e-09,9.745054289742875e-07,4.6866859550940355e-09,1.594765982159837e-10,3.126966534776354e-06,3.596250262137486e-05,0.0037145146829001816,1.2852173167120806e-06,0.0007519846675476617,2.7580242923213215e-10,6.735450433083573e-10,4.393916105657848e-09,1.0941991941282474e-08,0.0002430753885107856,0.0187230988433628,2.2961286997369452e-05,0.0022489026941692014,5.6911837927807406e-05,3.9268784984784645e-09,3.085053143091972e-08,1.21510769057525e-07,1.7618840473987084e-06,1.912904804207529e-09,9.476269252107806e-12,1.3400902687888486e-10,5.28657574757965e-08,3.965076975963008e-06,1.6982578765730349e-12,9.776100241262113e-12,9.48395052130819e-14,4.858623906521945e-19
8.009059044188046e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4265493287408851,0.053609472923929744,0.002050949001676074,3.513690266219885e-05,0.000713221903553722,0.11669379222864845,0.04072748844612185,1.985181411539697e-05,1.3406402804271528e-09,0.0013140258269931904,3.303635082705699e-11,0.0006333004421446949,2.664543474891377e-09,9.702522605597362e-07,4.68980406923799e-09,1.5938871399135643e-10,3.1166632629735213e-06,3.5989656234420934e-05,0.0037100081079455187,1.2809367077444718e-06,0.0007522968312132918,2.7503602277438023e-10,6.704700902632726e-10,4.394179527305678e-09,1.0982295615695061e-08,0.00024384226939884733,0.01877226540270993,2.2967044654641888e-05,0.0022510931852901144,5.6954809778560454e-05,3.922436863026181e-09,3.083611252921694e-08,1.2154181452672892e-07,1.7560763122170207e-06,1.9143938638650344e-09,9.461920684450335e-12,1.3392174499901096e-10,5.275201285618065e-08,3.96764366830917e-06,1.696546957240481e-12,9.782382424282189e-12,9.474396034761071e-14,4.855948064289647e-19
8.021469310014079e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4265014124866329,0.05355045499304185,0.0020436694369038487,3.509106019463802e-05,0.0007129678848590554,0.1168202617726056,0.04074241207724011,1.9811327486655128e-05,1.3438922909903642e-09,0.0013126870405598314,3.300168818015572e-11,0.0006334886772337786,2.664465348108793e-09,9.660187060781507e-07,4.692914823160915e-09,1.5930060357657327e-10,3.1063975834445363e-06,3.6016742637054013e-05,0.003705507206641968,1.2766825472556012e-06,0.0007526082813704313,2.742740313231388e-10,6.674096681663219e-10,4.394455588462541e-09,1.102263562873992e-08,0.00024460936132693123,0.01882141275568098,2.2972771079149627e-05,0.002253280474970836,5.699767526587936e-05,3.918000337909429e-09,3.082166830750416e-08,1.2157269238411255e-07,1.7502881470913335e-06,1.915879157980541e-09,9.447606939449037e-12,1.3383432222667987e-10,5.263851427981863e-08,3.9702023930748085e-06,1.6948370751122942e-12,9.788645077915899e-12,9.464847339798055e-14,4.853262527509873e-19
8.033879575840111e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4264535136113402,0.0534915035457804,0.0020364172246015565,3.504528224292632e-05,0.0007127131982353135,0.11694658929504712,0.04075728147088064,1.9770923362573453e-05,1.3471435315919355e-09,0.0013113496103401667,3.29670667508505e-11,0.0006336766274795074,2.664387601439532e-09,9.618046722186455e-07,4.696018238394271e-09,1.592122686056538e-10,3.0961693527500514e-06,3.604376196264526e-05,0.003701011972758129,1.272454613751557e-06,0.0007529190200501586,2.735164196900596e-10,6.643637058343488e-10,4.3947442602958685e-09,1.1063011782788815e-08,0.00024537666107954457,0.018870540775070183,2.2978466408575352e-05,0.002255464568216113,5.704043460082975e-05,3.913568917596415e-09,3.080719893678672e-08,1.216034033679933e-07,1.744519486740177e-06,1.917360696589675e-09,9.433327843794591e-12,1.3374675980002582e-10,5.252526120535664e-08,3.972753169131331e-06,1.6931282331656068e-12,9.794888248435144e-12,9.455304453046546e-14,4.8505673569454005e-19
8.058700107492179e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4263577685124362,0.053373799794838375,0.002021994423912121,3.495391951632716e-05,0.0007122018353122501,0.11719881891687325,0.040786858400873295,1.9690361922693034e-05,1.3536436554575158e-09,0.0013086788120324517,3.2897947132803784e-11,0.0006340516759518072,2.664233234969868e-09,9.534347953513617e-07,4.702203138588266e-09,1.5903493149032997e-10,3.075824666824981e-06,3.609759991486932e-05,0.003692038482313395,1.2640765533811973e-06,0.0007535383710659142,2.7201419691359663e-10,6.583148775354328e-10,4.395359320640638e-09,1.1143871725227976e-08,0.0002469118712539643,0.018968738308215365,2.2989764329972303e-05,0.0022598231853871876,5.7125635655802625e-05,3.904721369267752e-09,3.077818542881626e-08,1.2166432765275643e-07,1.7330404202088246e-06,1.920312547324544e-09,9.404872914919939e-12,1.3357122090256716e-10,5.229948940298454e-08,3.977830950395951e-06,1.689713681601197e-12,9.807316324710623e-12,9.436236169994954e-14,4.845148356228148e-19
8.079859399808103e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.42627620269410454,0.053273667630233196,0.0020097845106832597,3.4876236490554986e-05,0.0007117638253750984,0.1174133954245262,0.040811903128155275,1.9621942954312307e-05,1.359182415602268e-09,0.0013064062478389793,3.283915248948026e-11,0.0006343705076567128,2.6641028087012427e-09,9.463603547398489e-07,4.707452730552138e-09,1.5888305867683024e-10,3.05859797130441e-06,3.6143285668495284e-05,0.0036844065011707237,1.2570151781187354e-06,0.0007540641338484109,2.7074708235969776e-10,6.532033277759075e-10,4.395923220439034e-09,1.1212916484793266e-08,0.0002482212520323977,0.019052388655024313,2.2999298750151317e-05,0.0022635288194013635,5.7197935479111196e-05,3.897194982204963e-09,3.075337378165872e-08,1.2171574473170888e-07,1.7233156240247702e-06,1.922817204929618e-09,9.38072320840349e-12,1.3342114561334538e-10,5.210779133132237e-08,3.982134782230586e-06,1.6868061176136018e-12,9.817850039556019e-12,9.419999115600816e-14,4.840498828306424e-19
8.101018692124026e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.42619468913870234,0.05317372768260159,0.0019976526379193765,3.479873974430523e-05,0.0007113239217524658,0.1176275612700896,0.04083679309312662,1.9553761421432595e-05,1.3647187765261483e-09,0.0013041376039419374,3.2780476266808256e-11,0.0006346885198680757,2.6639734417419024e-09,9.393414012104688e-07,4.712681281080845e-09,1.5873055511167243e-10,3.0414781978394118e-06,3.61887782451424e-05,0.003676790909721642,1.2500271052022008e-06,0.0007545878558879599,2.6949223244605085e-10,6.48132852641553e-10,4.396523384561174e-09,1.1282063616636544e-08,0.00024953119342431985,0.019135981090839804,2.300874463796798e-05,0.0022672252296801563,5.7269929591354796e-05,3.8896833590851335e-09,3.072849133818246e-08,1.2176668668916256e-07,1.713646642379316e-06,1.925311081816892e-09,9.356671915473186e-12,1.3327068102315056e-10,5.191679957071721e-08,3.9864157639095204e-06,1.6839016171454918e-12,9.828327746504051e-12,9.403779167470854e-14,4.835822116251624e-19
8.12217798443995e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4261132284656767,0.05307397957331336,0.0019855982790706545,3.472142882004017e-05,0.0007108821416224211,0.11784131724451007,0.040861529334446964,1.948581646042202e-05,1.3702526807982767e-09,0.0013018728723664932,3.272191796668117e-11,0.0006350057156453787,2.663845117817552e-09,9.323774855226581e-07,4.71788889492249e-09,1.58577428649303e-10,3.0244646516881522e-06,3.623407829797323e-05,0.0036691916770228428,1.2431113047612367e-06,0.0007551095470387021,2.682494831955978e-10,6.431031100170511e-10,4.397159670008035e-09,1.1351312152363169e-08,0.0002508416798365521,0.019219515008557692,2.3018102658347767e-05,0.0022709124408353295,5.734161902619162e-05,3.8821864725727484e-09,3.0703538924843246e-08,1.2181715709076487e-07,1.7040331575388119e-06,1.9277942270834195e-09,9.332718221685695e-12,1.3311983306863914e-10,5.172651147544709e-08,3.990673987729717e-06,1.6810001942187599e-12,9.83874967186054e-12,9.387576403918607e-14,4.831118513578119e-19
8.143337276755874e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4260318212880331,0.05297442292449385,0.001973620911291042,3.464430326088533e-05,0.0007104385020551063,0.11805466413734801,0.04088611288345192,1.9418107211429607e-05,1.3757840714684542e-09,0.0012996120451696366,3.2663477095401465e-11,0.0006353220980300525,2.663717820799635e-09,9.254681620964479e-07,4.7230756762762645e-09,1.5842368707668222e-10,3.007556642607628e-06,3.627918647795464e-05,0.003661608772116831,1.2362667651250263e-06,0.0007556292170959717,2.670186734285313e-10,6.381137607365733e-10,4.397831933767704e-09,1.1420661126731355e-08,0.00025215269577185675,0.019302989807533755,2.3027373471375843e-05,0.002274590477423977,5.741300481380506e-05,3.87470429535617e-09,3.0678517362234905e-08,1.2186715947621196e-07,1.6944748533986749e-06,1.930266689644643e-09,9.308861324564146e-12,1.3296860763132752e-10,5.153692441021636e-08,3.994909545642618e-06,1.678101862653807e-12,9.849116041083321e-12,9.371390902132304e-14,4.826388311680673e-19
8.164496569071798e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.42595046821238713,0.05287505735902249,0.00196172001541183,3.456736261063877e-05,0.0007099930200133147,0.11826760273677818,0.040910544764205685,1.9350632818362086e-05,1.3813128920649988e-09,0.0012973551144399588,3.260515316363619e-11,0.0006356376700456299,2.6635915347041057e-09,9.186129889836416e-07,4.7282417287948085e-09,1.5826933811384226e-10,2.9907534848278714e-06,3.632410343386617e-05,0.0036540421640328968,1.2294924924338991e-06,0.0007561468757967348,2.6579964470411395e-10,6.331644685575879e-10,4.398540032821416e-09,1.1490109577662409e-08,0.0002534642258285602,0.019386404893532133,2.3036557732331396e-05,0.002278259363948442,5.7484087980916986e-05,3.867236800147972e-09,3.065342746512352e-08,1.2191669735943198e-07,1.6849714154788865e-06,1.932728518234126e-09,9.285100433358018e-12,1.328170105380892e-10,5.134803575011073e-08,3.999122529255177e-06,1.6752066360717153e-12,9.859427078784836e-12,9.355222738186972e-14,4.821631799848659e-19
8.185655861387722e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4258691698390147,0.0527758825005314,0.0019498950759154234,3.449060641378011e-05,0.0007095457123530685,0.11848013382959063,0.04093482599355331,1.9283392428860988e-05,1.3868390865925753e-09,0.0012951020722974278,3.254694568637274e-11,0.0006359524346978986,2.663466243690234e-09,9.118115278392195e-07,4.7333871555865275e-09,1.5811438941444019e-10,2.9740544970262437e-06,3.636882981230841e-05,0.0036464918217880803,1.2227875102677621e-06,0.0007566625328200117,2.645922412649348e-10,6.2825490013502e-10,4.39928382414962e-09,1.1559656546250529e-08,0.00025477625470017107,0.01946975967867403,2.3045656091721317e-05,0.00228191912485622,5.7554869550801086e-05,3.859783959685316e-09,3.062827004248163e-08,1.2196577422876456e-07,1.6755225309194251e-06,1.9351797614033567e-09,9.261434768813242e-12,1.3266504756164755e-10,5.115984288055279e-08,4.0033130298309105e-06,1.6723145278963874e-12,9.869683008734892e-12,9.339071987056841e-14,4.816849265280377e-19
8.206815153703646e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4257879267619024,0.0526768979734039,0.001938145580909276,3.441403421547926e-05,0.0007090965958241927,0.1186922582011915,0.04095895758117269,1.9216385194279878e-05,1.3923625995300187e-09,0.0012928529108931694,3.248885418287525e-11,0.0006362663949750519,2.663341932059394e-09,9.050633438929341e-07,4.73851205921796e-09,1.5795884856630656e-10,2.9574590023017756e-06,3.641336625771135e-05,0.0036389577143881237,1.2161508592710391e-06,0.0007571761977873277,2.6339630998047626e-10,6.233847249955375e-10,4.40006316473784e-09,1.1629301076771964e-08,0.000256088767175002,0.019553053581386908,2.305466919531462e-05,0.0022855697845398683,5.762535054329581e-05,3.852345746730286e-09,3.0603045897522276e-08,1.220143935471467e-07,1.6661278884756278e-06,1.9376204675215146e-09,9.23786356293918e-12,1.3251272442106203e-10,5.0972343197256975e-08,4.007481138290941e-06,1.6694255513567102e-12,9.879884053863055e-12,9.322938722627003e-14,4.812040993097017e-19
8.22797444601957e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4257067395687974,0.05257810340277319,0.0019264710221000212,3.4337645561604946e-05,0.0007086456870708866,0.1189039766356036,0.04098294052962603,1.9149610269661705e-05,1.3978833758281577e-09,0.001290607622409247,3.2430878176641286e-11,0.0006365795538478376,2.6632185842538695e-09,8.983680059211194e-07,4.743616541716157e-09,1.578027230919896e-10,2.940966328149588e-06,3.6457713412342676e-05,0.003631439810828417,1.2095815967904325e-06,0.0007576878802631449,2.6221170029285693e-10,6.185536155120015e-10,4.40087791158242e-09,1.1699042216694557e-08,0.00025740174813579933,0.019636286026353977,2.3063597684176236e-05,0.0022892113673369267,5.769553197481758e-05,3.844922134070193e-09,3.0577755827732946e-08,1.2206255875229476e-07,1.6567871785134875e-06,1.9400506847752217e-09,9.214386058784679e-12,1.3236004678221185e-10,5.078553410618485e-08,4.011626945215039e-06,1.6665397194886367e-12,9.890030436261103e-12,9.306823017704769e-14,4.807207266356447e-19
8.249133738335493e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4256256088412572,0.05247949841452081,0.0019148708947677702,3.42614399987331e-05,0.000708193002632295,0.11911528991546748,0.04100677583441106,1.9083066813716404e-05,1.4034013609076243e-09,0.0012883661990584416,3.237301719535895e-11,0.0006368919142697056,2.6630961848556784e-09,8.917250862186921e-07,4.748700704570968e-09,1.5764602044929499e-10,2.924575806435386e-06,3.650187191631576e-05,0.003623938080094927,1.2030787965333988e-06,0.0007581975897552598,2.610382641655241e-10,6.137612468783598e-10,4.4017279216964326e-09,1.1768879016686545e-08,0.00025871518255935085,0.019719456444464108,2.307244219469957e-05,0.0022928438975298496,5.776541485837401e-05,3.837513094517938e-09,3.055240062490918e-08,1.2211027325687646e-07,1.64750009300489e-06,1.942470461168443e-09,9.191001510226066e-12,1.3220702025827602e-10,5.059941302350152e-08,4.015750540842672e-06,1.6636570451372367e-12,9.900122377185994e-12,9.290724944031955e-14,4.802348366067372e-19
8.270293030651417e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4255445351546985,0.05238108263527532,0.0019033446977405864,3.4185417074154786e-05,0.0007077385589430738,0.11932619882204207,0.04103046448401188,1.901675398879863e-05,1.4089165006566685e-09,0.0012861286330840365,3.23152707708645e-11,0.0006372034791769545,2.662974718585411e-09,8.851341605713597e-07,4.753764648737423e-09,1.5748874803182114e-10,2.9082867733700195e-06,3.65458424075982e-05,0.0036164524911651147,1.1966415482193011e-06,0.0007587053357152426,2.5987585603056843e-10,6.090072970846761e-10,4.402613052115304e-09,1.1838810530624327e-08,0.00026002905551610365,0.019802564272762092,2.308120335864044e-05,0.002296467399345907,5.783500020357648e-05,3.830118600912348e-09,3.0526981075188325e-08,1.221575404486931e-07,1.6382663255227932e-06,1.9448798445223173e-09,9.167709181749347e-12,1.3205365041020548e-10,5.041397737553121e-08,4.0198520150740565e-06,1.6607775409587912e-12,9.91016009706225e-12,9.274644572296248e-14,4.797464571203104e-19
8.291452322967341e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.42546351907844615,0.05228285569241078,0.0018918919333691417,3.4109576335884224e-05,0.0007072823723339572,0.11953670413520572,0.04105400745994942,1.895067096088563e-05,1.4144287414289607e-09,0.001283894916759601,3.225763843910022e-11,0.000637514251488875,2.6628541703010374e-09,8.785948082280189e-07,4.758808474638132e-09,1.5733091316949051e-10,2.8920985694841213e-06,3.6589625522019935e-05,0.0036089830130088454,1.190268957241965e-06,0.0007592111275388738,2.5872433273830373e-10,6.042914468921396e-10,4.403533159902306e-09,1.1908835815601705e-08,0.0002613433521698048,0.019885608954399225,2.3089881803150788e-05,0.00230008189695712,5.790428901665316e-05,3.82273862611842e-09,3.050149795908313e-08,1.2220436369086444e-07,1.6290855712363466e-06,1.947278882474916e-09,9.144508348242508e-12,1.3189994274719236e-10,5.0229224598712505e-08,4.023931457471191e-06,1.6579012194228213e-12,9.920143815484144e-12,9.258581972141561e-14,4.792556158714752e-19
8.312611615283265e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.42538256117578144,0.0521848172140454,0.0018805121075015341,3.4033917332666314e-05,0.0007068244590323205,0.1197468066334569,0.04107740573683157,1.8884816899555356e-05,1.4199380300413972e-09,0.0012816650423887771,3.220011974007286e-11,0.0006378242341078932,2.6627345249967667e-09,8.721066118733554e-07,4.7638322821655815e-09,1.5717252312907603e-10,2.876010539602823e-06,3.663322189328083e-05,0.0036015296145892814,1.1839601443541352e-06,0.0007597149745665114,2.5758355350980747e-10,5.996133798086615e-10,4.404488102154296e-09,1.197895393193799e-08,0.0002626580577771037,0.01996858993858432,2.3098478150809824e-05,0.0023036874144802054,5.797328230046226e-05,3.815373143027689e-09,3.047595205151473e-08,1.222507463219912e-07,1.6199575269059562e-06,1.949667622481218e-09,9.121398294798733e-12,1.3174590272714037e-10,5.004515213955561e-08,4.027988957258908e-06,1.655028092814018e-12,9.930073751218901e-12,9.24253721218019e-14,4.787623403545274e-19
8.333770907599189e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.42530166200399044,0.052086966829040106,0.0018692047294582908,3.395843961398416e-05,0.0007063648351627405,0.11995650709391532,0.041100660282402966,1.881919097796466e-05,1.4254443137718941e-09,0.0012794390023050653,3.2142714217812353e-11,0.0006381334299197117,2.662615767801934e-09,8.656691576006358e-07,4.768836170684449e-09,1.5701358511472396e-10,2.860022032820541e-06,3.667663215295935e-05,0.0035940922648637773,1.1777142453431124e-06,0.0007602168860835129,2.564533798875572e-10,5.949727820647294e-10,4.4054777360070816e-09,1.2049163943183313e-08,0.00026397315768714603,0.020051506680535094,2.3106993019657136e-05,0.00230728397597649,5.804198105450426e-05,3.80802212455858e-09,3.045034412184615e-08,1.222966916563302e-07,1.6108818908782947e-06,1.9520461118130723e-09,9.098378316511679e-12,1.3159153575712177e-10,4.9861757454598876e-08,4.0320246033259324e-06,1.6521581732342798e-12,9.939950122209331e-12,9.226510360004442e-14,4.782666578643219e-19
8.354930199915113e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.42522082211441165,0.051989304166997125,0.0018579693120075365,3.3883142730066245e-05,0.0007059035167475549,0.12016580629232258,0.04112377205759436,1.8753792372827736e-05,1.4309475403571862e-09,0.0012772167888716118,3.2085421420331e-11,0.0006384418417934494,2.662497883979811e-09,8.592820348846975e-07,4.773820239034094e-09,1.5685410626847197e-10,2.844132402475853e-06,3.6719856930520784e-05,0.0035866709327847445,1.171530410718068e-06,0.0007607168713206873,2.553336756889747e-10,5.903693425888934e-10,4.406501918640667e-09,1.2119464916128275e-08,0.0002652886373412451,0.020134358641429782,2.3115427023227157e-05,0.0023108716054518453,5.811038627493437e-05,3.800685543656572e-09,3.042467493391557e-08,1.2234220298398819e-07,1.6018583630812617e-06,1.954414397558882e-09,9.075447718285314e-12,1.3143684719383133e-10,4.967903801036396e-08,4.036038484225914e-06,1.64929147260472e-12,9.949773145575388e-12,9.21050148219545e-14,4.777685954975202e-19
8.376089492231036e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.42514004205248307,0.05189182885825851,0.001846805371340333,3.380802623189357e-05,0.0007054405197074186,0.12037470500304334,0.04114674201657174,1.8688620264394654e-05,1.436447657990618e-09,0.0012749983944810004,3.2028240899583005e-11,0.0006387494725817783,2.6623808589264815e-09,8.529448365551273e-07,4.7787845855308195e-09,1.5669409367076322e-10,2.828341006126441e-06,3.67628968533241e-05,0.0035792655873005267,1.1654078054155429e-06,0.0007612149394546359,2.5422430696223394e-10,5.858027529839497e-10,4.407560507284986e-09,1.2189855920812767e-08,0.0002666044822724879,0.020217145288359203,2.3123780770578645e-05,0.00231445032685665,5.817849895457634e-05,3.793363373294552e-09,3.0398945246068814e-08,1.2238728357107498e-07,1.592886645018887e-06,1.956772526623653e-09,9.052605814649948e-12,1.3128184234404802e-10,4.9496991283313334e-08,4.040030688178479e-06,1.6464280026674516e-12,9.959543037617618e-12,9.194510644335033e-14,4.772681801539635e-19
8.39724878454696e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4250593223577901,0.051794540533904816,0.0018357124270461918,3.3733089671206364e-05,0.0007049758598618578,0.12058320399906607,0.04116957110678509,1.862367383643011e-05,1.44194461531993e-09,0.001272783811555043,3.1971172211424545e-11,0.0006390563251210634,2.662264678169795e-09,8.466571587696373e-07,4.7837293079701364e-09,1.5653355434095627e-10,2.8126472055241275e-06,3.6805752546630654e-05,0.003571876197356247,1.1593456084984254e-06,0.0007617110996081413,2.5312514193975885e-10,5.812727075037964e-10,4.40865335922475e-09,1.2260336030526204e-08,0.00026792067810527126,0.020299866094279317,2.3132054866325975e-05,0.0023180201640857143,5.8246320082934195e-05,3.7860555864732316e-09,3.037315581119215e-08,1.2243193665986225e-07,1.5839664397661933e-06,1.9591205457291725e-09,9.029851929567654e-12,1.3112652646508066e-10,4.931561475980864e-08,4.04400130307028e-06,1.6435677749875468e-12,9.9692600138205e-12,9.178537911018477e-14,4.767654385380933e-19
8.418408076862884e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.42497866356411107,0.051697438825753596,0.001824690002088754,3.365833260051085e-05,0.0007045095529298227,0.12079130405200424,0.04119226026901665,1.855895227619232e-05,1.4474383614450474e-09,0.0012705730325445698,3.191421491557388e-11,0.0006393624022314943,2.6621493273681996e-09,8.404186009876248e-07,4.788654503629315e-09,1.563724952378309e-10,2.7970503665899864e-06,3.684842463361309e-05,0.003564502731894652,1.1533430128676571e-06,0.0007622053608506439,2.5203605099567185e-10,5.767789030293469e-10,4.40978033180445e-09,1.2330904321817802e-08,0.00026923721055501664,0.020382520537963807,2.3140249910675625e-05,0.0023215811409782166,5.8313850646203835e-05,3.778762156221233e-09,3.0347307376745705e-08,1.224761654689942e-07,1.5750974519640073e-06,1.9614585014135548e-09,9.00718539626032e-12,1.309709047652013e-10,4.9134905936065496e-08,4.047950416456047e-06,1.6407108009550907e-12,9.978924288852977e-12,9.162583345861463e-14,4.762603971601075e-19
8.439567369178808e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4248980661994645,0.05160052336635807,0.001813737622781636,3.3583754573085676e-05,0.0007040416145302378,0.12099900593209703,0.041214810437429146,1.8494454774412054e-05,1.452928845915863e-09,0.0012683660499292254,3.185736857557236e-11,0.0006396677067172206,2.6620347923095782e-09,8.342287659439273e-07,4.793560269269686e-09,1.5621092326008944e-10,2.7815498593895412e-06,3.6890913735361165e-05,0.0035571451598569487,1.1473992249845932e-06,0.0007626977321985659,2.509569066047289e-10,5.723210390450226e-10,4.410941282434615e-09,1.2401559874510713e-08,0.0002705540654278297,0.020465108103957193,2.3148366499454387e-05,0.0023251332813176706,5.8381091627287486e-05,3.771483055595335e-09,3.032140068479537e-08,1.225199731936395e-07,1.5662793878137234e-06,1.9637864400312726e-09,8.984605557038685e-12,1.3081498240410059e-10,4.895486231811076e-08,4.0518781155596275e-06,1.637857091786807e-12,9.988536076571788e-12,9.146647011510506e-14,4.757530823372551e-19
8.460726661494732e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.424817530786155,0.05150379378900565,0.0018028548187644486,3.3509355142988206e-05,0.0007035720601825485,0.12120631040821067,0.04123722253961336,1.8430180525271867e-05,1.4584160187300197e-09,0.0012661628562172624,3.180063275874531e-11,0.0006399722413664848,2.6619210589102963e-09,8.280872596227631e-07,4.798446701138766e-09,1.5604884524685468e-10,2.7661450581080474e-06,3.693322047088989e-05,0.003549803450183625,1.1415134645932554e-06,0.000763188222615653,2.4988758329830646e-10,5.678988176168739e-10,4.412136068595681e-09,1.2472301771692547e-08,0.0002718712286199089,0.0205476282825285,2.3156405224136655e-05,0.0023286766088318886,5.844804400580571e-05,3.764218257681076e-09,3.029543647204465e-08,1.225633630056127e-07,1.5575119550720291e-06,1.966104407753721e-09,8.962111763114493e-12,1.3065876449332747e-10,4.8775481421742975e-08,4.055784487275033e-06,1.6350066585278545e-12,9.998095590026456e-12,9.130728969658656e-14,4.752435201953703e-19
8.481885953810656e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.42473705784081794,0.051407249727716556,0.0017920411229789743,3.343513386506066e-05,0.0007031009053072672,0.12141321824783924,0.041259497496635544,1.8366128726385457e-05,1.4638998303306894e-09,0.001263963443945338,3.174400703616365e-11,0.0006402760089517519,2.6618081132140955e-09,8.219936912318596e-07,4.803313894972851e-09,1.5588626797816327e-10,2.7508353410258597e-06,3.697534545715017e-05,0.0035424775718152644,1.1356849644533812e-06,0.0007636768410134767,2.488279576248217e-10,5.63511943369047e-10,4.413364547842108e-09,1.2543129099722701e-08,0.0002731886861172917,0.020630080569624887,2.316436667188431e-05,0.002332211147192889,5.8514708758106976e-05,3.756967735592747e-09,3.0269415469868295e-08,1.2260633805361114e-07,1.5487948630455822e-06,1.9684124505686033e-09,8.939703374443276e-12,1.3050225609669547e-10,4.859676077248767e-08,4.059669618167493e-06,1.6321595120540427e-12,1.0007603041458503e-11,9.114829281050572e-14,4.747317366699547e-19
8.50304524612658e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4246566478744666,0.05131089081724241,0.001781296071645516,3.336109029493597e-05,0.0007026281652265167,0.12161973021710559,0.041281636223084436,1.8302298578777227e-05,1.4693802316043515e-09,0.0012617678056783125,3.168749098260569e-11,0.0006405790122298388,2.6616959413908353e-09,8.159476731767684e-07,4.8081619459994934e-09,1.5572319817545514e-10,2.7356200904938883e-06,3.701728930903336e-05,0.00353516749369335,1.129912970078813e-06,0.0007641635962517563,2.477779081127358e-10,5.591601234600046e-10,4.414626577810755e-09,1.2614040948263414e-08,0.0002745064239956902,0.020712464466825613,2.317225142557576e-05,0.0023357369200168823,5.8581086857283004e-05,3.749731462473413e-09,3.024333840434401e-08,1.226489014633863e-07,1.540127822585651e-06,1.9707106142796846e-09,8.917379759573035e-12,1.3034546223073011e-10,4.84186979055531e-08,4.0635335944745e-06,1.629315663073327e-12,1.001705864230344e-11,9.098948005488955e-14,4.742177575072784e-19
8.524204538442503e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.42457630139253527,0.0512147166930648,0.001770619204239408,3.328722398904369e-05,0.0007021538551645714,0.12182584708076272,0.04130363962711803,1.823868928686194e-05,1.4748571738785693e-09,0.0012595759340090459,3.16310841765195e-11,0.0006408812539420444,2.6615845297356152e-09,8.09948821035365e-07,4.8129909489393785e-09,1.555596425020589e-10,2.7204986929091463e-06,3.705905263937771e-05,0.0035278731847610515,1.1241967394817967e-06,0.0007646484971386437,2.4673731522862817e-10,5.54843067562203e-10,4.41592201622346e-09,1.268503641025594e-08,0.00027582442841968095,0.020794779481296936,2.3180060063825134e-05,0.002339253950864265,5.8647179273182334e-05,3.742509411495794e-09,3.0217205996282794e-08,1.2269105633779765e-07,1.5315105460827138e-06,1.972998944508023e-09,8.895140295458364e-12,1.3018838786511566e-10,4.824129036579297e-08,4.0673765021068506e-06,1.6264751221272578e-12,1.0026462603199043e-11,9.083085201855511e-14,4.737016082661032e-19
